"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"	"Description"
"TSD"	"659560"	"Actions ordinaires"	"330"	"13,280"	"13,500"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,180"	"2005/12/07"	"NYS"	"0,00"	""	"TELE SUDEST CEL PRT SA-A*"
""	"659173"	"Actions ordinaires"	"330"	"24,850"	"25,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,375"	"2000/08/11"	""	"0,00"	""	"TELECLONE INC CL-T- *"
""	"659124"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"1,680"	""	""	"n/d"	""	"TELECOM BRASIL SA SPN ADR"
"NZT"	"659127"	"Actions ordinaires"	"330"	"8,610"	"8,620"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,216"	"2009/11/17"	"NYS"	"n/d"	""	"TELECOM CP NEW ZEALND ADS"
"TTH"	"079685"	"Fonds négociés en bourse: Actions"	"315"	"23,650"	"23,710"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,103"	"2010/01/06"	"ASE"	"n/d"	""	"TELECOM HLDRS TR DEP/REC"
"TI"	"659168"	"Actions ordinaires"	"3308000"	"14,410"	"14,420"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,651"	"2009/04/20"	"NYS"	"n/d"	""	"TELECOM IT SPA ADR"
"TI.A"	"659170"	"Actions ordinaires"	"3308000"	"11,010"	"11,040"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,794"	"2009/04/20"	"NYS"	"n/d"	""	"TELECOM IT SPA SPN ADR"
"TIAOF"	"659167"	"Actions ordinaires"	"330"	"1,534"	"1,534"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,050"	"2009/04/20"	"NAS"	"3,26"	""	"TELECOM ITALIA SPA"
"TSP"	"659184"	"Actions ordinaires"	"3308000"	"23,030"	"23,090"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,238"	"2010/01/04"	"NYS"	"n/d"	""	"TELECOM SAO PAULO ADR PR"
"TBH"	"659177"	"Actions ordinaires"	"3158000"	"5,710"	"5,770"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,015"	"2010/01/04"	"NYS"	"n/d"	""	"TELECOMM BRASIL SPONS ADR"
"TSYS"	"659062"	"Actions ordinaires"	"315"	"9,240"	"9,250"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TELECOMMUNICATION SYS"
"TDBPY"	"101500"	"Actions privilégiées"	"3108000"	"13,050"	"13,050"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,000"	""	"NAS"	"0,00"	""	"TELEFON DATA BRAS SP/ADR*"
"TEF"	"659436"	"Actions ordinaires"	"3158000"	"75,500"	"75,510"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"2,224"	"2009/11/06"	"NYS"	"5,89"	""	"TELEFONICA S.A. ADR"
"TMX"	"659455"	"Actions ordinaires"	"3158000"	"16,660"	"16,670"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,798"	"2009/12/14"	"NYS"	"n/d"	""	"TELEFONOS DE MEX ADR L"
""	"659450"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,085"	""	""	"n/d"	""	"TELEGLOBE INC *"
""	"659451"	"Actions privilégiées"	"310"	"90,000"	"90,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,500"	""	""	"2,22"	""	"TELEGLOBE INC PF-2-CV-81*"
"THLC"	"659380"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TELEHUBLINK CORP"
""	"659486"	"Actions ordinaires"	"330"	"0,830"	"0,830"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/05/02"	""	"n/d"	""	"TELELINK COMMUNICATNS *"
"TELNY"	"659569"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"2,032"	"2008/05/12"	"NAS"	"5,22"	""	"TELENOR ASA ADS"
"TDS"	"659595"	"Actions ordinaires"	"315"	"32,280"	"32,300"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,108"	"2009/12/15"	"ASE"	"1,33"	""	"TELEPHONE & DATA SYSTEMS"
""	"659662"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2001/06/25"	""	"n/d"	""	"TELESYS INTL WIRELESS *"
""	"659676"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/06/26"	""	"n/d"	""	"TELESYSTEM INTL WIRELESS*"
""	"659664"	"Actions ordinaires"	"330"	"0,350"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2002/05/23"	""	"n/d"	""	"TELESYSTEM INTL WRLS SVS*"
"TIW"	"659677"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"1,161"	"2005/12/12"	"TSX"	"n/d"	""	"TELESYSTEM MOBIL INTL-NEW"
""	"659643"	"Actions privilégiées"	"310"	"0,000"	"26,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,484"	""	""	"7,45"	""	"TELESYSTEM TELECOM PR SR1"
"TTEC"	"659597"	"Actions ordinaires"	"315"	"18,770"	"18,780"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TELETECH HOLDING INC"
"TVBCY"	"659645"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,065"	"2009/09/15"	"NAS"	"n/d"	""	"TELEVISION BROADCST S/ADR"
"TLAB"	"659700"	"Actions ordinaires"	"315"	"5,890"	"5,900"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TELLABS INC"
"TII"	"459770"	"Actions ordinaires"	"3158000"	"17,960"	"17,970"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,128"	"2009/11/02"	"NYS"	"1,42"	""	"TELMEX INTL SA SP/ADR-L"
"TLS"	"659737"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,602"	"2009/08/25"	"NYS"	"n/d"	""	"TELSTRA CORP SP ADR"
"TSSI"	"659485"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"TELTEPHONE SUPPORT SYS IN"
"TLMIF"	"659789"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TELUM INTERNATIONAL CORP"
"BT.PR.D"	"659820"	"Actions privilégiées"	"310"	"103,780"	"106,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"1,190"	"2004/06/22"	"T"	"0,00"	""	"TELUS COMM $4.75 PFD-D-56"
""	"659806"	"Actions privilégiées"	"310"	"74,000"	"77,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"1,120"	"2001/01/18"	""	"0,00"	""	"TELUS COMM B.C. $4.50 PF*"
""	"R43613"	"Obligations (autres)"	"2756000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,750"	"Obligation"	"2"	"2010/06/15"	"0,000"	""	""	"n/d"	"n/d"	"TELUS COMM CV 6.75%15JN1*"
"T"	"659810"	"Actions ordinaires"	"315"	"33,000"	"33,040"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,475"	"2009/12/09"	"TSE"	"5,76"	""	"TELUS CORP"
""	"659788"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,230"	""	""	"n/d"	""	"TELUS CORP *"
""	"R43678"	"Obligations corporatives"	"2606000"	"105,077"	"105,077"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,500"	"Obligation"	"2"	"2012/03/15"	"0,000"	""	""	"4,28"	"2,056532"	"TELUS CORP 4.5% 15MR12"
""	"R43677"	"Obligations corporatives"	"2606000"	"104,572"	"104,572"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,950"	"Obligation"	"2"	"2017/03/15"	"0,000"	""	""	"4,73"	"4,200934"	"TELUS CORP 4.95% 15MR17"
""	"R43616"	"Obligations (autres)"	"2606000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,500"	"Obligation"	"2"	"2006/06/01"	"0,000"	""	""	"n/d"	"n/d"	"TELUS CORP 7.5% 1JN06S*"
"T.A"	"659811"	"Actions ordinaires"	"315"	"31,810"	"31,940"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,475"	"2009/12/09"	"TSE"	"5,97"	""	"TELUS CORP - NV"
""	"R43621"	"Obligations corporatives"	"2606000"	"106,811"	"106,811"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,000"	"Obligation"	"2"	"2013/06/03"	"0,000"	""	""	"4,68"	"2,855148"	"TELUS SER-CB 5% 3JN13"
""	"R43687"	"Obligations corporatives"	"2606000"	"106,705"	"106,705"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,950"	"Obligation"	"2"	"2014/05/15"	"0,000"	""	""	"4,64"	"3,266171"	"TELUS SER-CF 4.95% 15MI14"
"TBC"	"659844"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"TEMBEC INC *"
"TMB"	"659873"	"Actions ordinaires"	"330"	"1,150"	"1,200"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"TEMBEC INC-NEW"
"TML706"	"997653"	"Fonds d'actions canadiennes"	"3807150"	"11,050"	"11,050"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMP ACT CDN /S/N"
"TML735"	"997562"	"Fonds d'actions internationales"	"3807300"	"14,410"	"14,410"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,199"	"2009/12/18"	""	"1,38"	""	"TEMP ACT INTL /N"
"TML705"	"997531"	"Fonds d'actions internationales"	"3807300"	"14,410"	"14,410"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMP ACT INTL /S/N"
"TEMP"	"TEMP"	"Actions de capital"	"MAN"	"12,000"	"12,000"	"CAD"	"AF"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMP ACTION"
"TML700"	"997581"	"Fonds d'actions globales"	"3807500"	"9,260"	"9,260"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMP CROIS /N"
"TML732"	"997589"	"Fonds d'actions globales"	"3807500"	"9,260"	"9,260"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMP CROIS /S/N"
"TML736"	"997563"	"Fonds d'actions canadiennes"	"3807150"	"11,050"	"11,050"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,767"	"2007/12/20"	""	"6,94"	""	"TEMP D'ACT CDN /N"
""	"660349"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,484"	"2001/10/01"	""	"n/d"	""	"TEMP EMER MKT APPREC T/U*"
"TML531"	"979316"	"Fonds d'actions internationales"	"3807310"	"5,760"	"5,760"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMP EMG MKT RSP/D/N"
"TML312"	"997940"	"Fonds de placement équilibré"	"3807570"	"7,860"	"7,860"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,116"	"2009/12/18"	""	"1,47"	""	"TEMP EQL CDN-A /S/N"
"TML537"	"979317"	"Fonds d'actions globales"	"3807500"	"5,901"	"5,901"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMP GL S/C RSP /D/N"
"TML532"	"979314"	"Fonds d'actions globales"	"3807500"	"5,038"	"5,038"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMP GWTH RSP /D/N"
"TML731"	"997573"	"Fonds d'actions internationales"	"3807310"	"9,560"	"9,560"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,151"	"2009/12/18"	""	"1,58"	""	"TEMP MCH EMRG /S/N"
"TML906"	"997798"	"Fonds d'actions internationales"	"3807510"	"15,260"	"15,260"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,102"	"2009/12/18"	""	"0,67"	""	"TEMP P/SOC MD U$/S/N"
"TML707"	"997564"	"Fonds d'actions globales"	"3807510"	"16,150"	"16,150"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,107"	"2009/12/18"	""	"0,67"	""	"TEMP PT SOC MDL /N"
"TML737"	"997520"	"Fonds d'actions globales"	"3807510"	"16,150"	"16,150"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,107"	"2009/12/18"	""	"0,67"	""	"TEMP PT SOC MDL /S/N"
"TML705C"	"997574"	"Fonds d'actions internationales"	"3807300"	"20,760"	"20,760"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL ACT INTL /S"
"TML804"	"997795"	"Fonds d'actions internationales"	"3807300"	"13,610"	"13,610"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,189"	"2009/12/18"	""	"1,39"	""	"TEMPL ACT INTL U$ /N"
"TML709C"	"997550"	"Fonds de placement équilibré"	"3807550"	"8,650"	"8,650"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL BAL FND"
"TML708C"	"997654"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"4,880"	"4,880"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL CDN BND /D"
"TML708"	"997655"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"4,840"	"4,840"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL CDN BND D/N"
"TML706C"	"997575"	"Fonds d'actions canadiennes"	"3807150"	"9,520"	"9,520"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL CDN STK /D"
"TML736C"	"997560"	"Fonds d'actions canadiennes"	"3807150"	"9,520"	"9,520"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL CDN STK FND"
"TML700C"	"997579"	"Fonds d'actions globales"	"3807500"	"10,620"	"10,620"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,450"	""	""	"0,00"	""	"TEMPL CROIS"
"TML730C"	"997561"	"Fonds d'actions internationales"	"3807310"	"9,540"	"9,540"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL EMERG MKT CDN"
"TML709"	"997551"	"Fonds de placement équilibré"	"3807720"	"9,410"	"9,410"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,710"	"2007/12/20"	""	"7,54"	""	"TEMPL EQL FND /N"
"TML707C"	"997576"	"Fonds d'actions globales"	"3807500"	"13,130"	"13,130"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL GLB SML CO"
"TML737C"	"997530"	"Fonds d'actions globales"	"3807500"	"12,510"	"12,510"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL GLB SML CO /D"
"TML804C"	"997806"	"Fonds d'actions internationales"	"3807300"	"12,010"	"12,010"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL INTL STK U$"
"TML730"	"997572"	"Fonds d'actions internationales"	"3807310"	"9,560"	"9,560"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,151"	"2009/12/18"	""	"1,58"	""	"TEMPL MCH EMER /N"
"TML809"	"997799"	"Fonds d'actions internationales"	"3807310"	"9,030"	"9,030"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,144"	"2009/12/18"	""	"1,59"	""	"TEMPL MCH EMER U$ /N"
"TML733C"	"997864"	"Fonds valeurs du marché monétaire"	"3807000"	"10,000"	"10,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL T-BILL /D"
"TML703C"	"997571"	"Fonds de valeurs du marché monétaire canadien"	"3807850"	"10,000"	"10,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"TEMPL T-BILL /NL"
""	"660005"	"Actions ordinaires"	"330"	"10,625"	"10,625"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,250"	"2002/09/04"	""	"0,00"	""	"TEMPLETON EMRG MKT APPREC"
"GIM"	"660396"	"Actions ordinaires"	"3308015"	"9,450"	"9,470"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,042"	"2010/01/12"	"NYS"	"5,33"	""	"TEMPLETON GLOBAL INCM FND"
"TS"	"660545"	"Actions ordinaires"	"3158000"	"45,260"	"45,300"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,260"	"2009/11/23"	"NYS"	"1,15"	""	"TENARIS S.A. ADR"
"TCEHY"	"660498"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,032"	"2009/05/04"	"NAS"	"n/d"	""	"TENCENT HLDG LTD-UNSP ADR"
"THC"	"660454"	"Actions ordinaires"	"315"	"5,290"	"5,300"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"TENET HEALTHCARE CORP"
"TDC"	"662137"	"Actions ordinaires"	"315"	"27,910"	"27,930"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"TERADATA CORPORATION"
"TER"	"660647"	"Actions ordinaires"	"315"	"9,890"	"9,900"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"TERADYNE INC"
"TF.UN"	"661995"	"Fiducies de redevances"	"3308001"	"10,240"	"10,250"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,023"	"2008/11/05"	"TSE"	"0,00"	""	"TERANET INCOME FUND T/*"
"TER"	"660670"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,225"	"2005/11/16"	"TSE"	"n/d"	""	"TERASEN INC *"
"TERN"	"660614"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TERAYON COMMUNICATION SY*"
"TRRA"	"660689"	"Actions ordinaires"	"3158000"	"3,640"	"3,700"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,712"	"2005/07/01"	"XY"	"0,00"	""	"TERRA NETWORKS SA ADR"
""	"Q72139"	"Obligations municipales & para-gouvernementales"	"2601411"	"103,677"	"103,677"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,000"	"Obligation"	"2"	"2011/12/14"	"0,000"	""	""	"3,86"	"2,001212"	"TERREBONNE ICS 4% 14DC11"
""	"Q72120"	"Obligations municipales & para-gouvernementales"	"2601411"	"102,375"	"102,375"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,200"	"Obligation"	"2"	"2010/12/15"	"0,000"	""	""	"4,10"	"1,494209"	"TERREBONNE ICS 4.2%15DC10"
""	"Q72063"	"Obligations municipales & para-gouvernementales"	"2601411"	"103,707"	"103,707"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,250"	"Obligation"	"2"	"2011/09/05"	"0,000"	""	""	"4,10"	"1,896940"	"TERREBONNE ICS 4.25%5SP11"
""	"Q72170"	"Obligations municipales & para-gouvernementales"	"2601411"	"104,086"	"104,086"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,450"	"Obligation"	"2"	"2015/12/05"	"0,000"	""	""	"4,28"	"3,667969"	"TERREBONNE ICS 4.45%5DC15"
""	"Q72049"	"Obligations municipales & para-gouvernementales"	"2601411"	"99,983"	"99,983"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,800"	"Obligation"	"2"	"2005/11/15"	"0,000"	""	""	"5,80"	"0,000000"	"TERREBONNE ICS 5.8%15NV05"
""	"Q72119"	"Obligations municipales & para-gouvernementales"	"2601411"	"100,003"	"100,003"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,950"	"Obligation"	"2"	"2009/12/15"	"0,000"	""	""	"3,95"	"0,000000"	"TERREBONNE ICS3.95%15DC09"
""	"Q72099"	"Obligations municipales & para-gouvernementales"	"2601411"	"100,001"	"100,001"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,050"	"Obligation"	"2"	"2008/12/23"	"0,000"	""	""	"4,05"	"0,000000"	"TERREBONNE ICS4.05%23DC08"
"TRUMY"	"660983"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,362"	"2009/09/25"	"NAS"	"n/d"	""	"TERUMO CORP-UNSPON ADR"
"TEO"	"660885"	"Actions ordinaires"	"315"	"13,590"	"13,600"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"TESCO CORPORATION"
"TSCDY"	"660894"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,186"	"2009/10/14"	"NAS"	"1,84"	""	"TESCO PLC SPN/ADR"
""	"660884"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,240"	"2005/02/01"	""	"n/d"	""	"TESMA INTL INC CL-A SV *"
"TSRA"	"660902"	"Actions ordinaires"	"315"	"18,390"	"18,400"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"TESSERA TECHNOLOGIES INC"
"TEVA"	"660900"	"Actions ordinaires"	"3158000"	"57,070"	"57,080"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,157"	"2009/11/06"	"NAS"	"1,10"	""	"TEVA PHARMACEUTICAL ADR"
"TXC.PR.C"	"661504"	"Actions privilégiées"	"310"	"47,260"	"47,280"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"T"	"n/d"	""	"TEXACO CAP LLC DFD PFD-C"
"TEX.A"	"661550"	"Actions ordinaires"	"330"	"0,550"	"0,570"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"TEXALTA PETE LTD CL-A"
"TXN"	"662403"	"Actions ordinaires"	"315"	"23,700"	"23,720"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,120"	"2010/01/28"	"NYS"	"2,03"	""	"TEXAS INSTRUMENTS INC"
"NAR.UN"	"652455"	"Société de placement immobilier"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	"2006/06/22"	"0,021"	"2006/06/19"	"TSE"	"n/d"	""	"TGS NORTH AMER REIT T/U *"
