Symbol	Security	Subcategory	Type	Bid	Ask	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Risk Rating Source	Risk Rating	Region	Non-redeemable	Maturity	Market	Manual overwrite	Last Rating Change	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing	Description
BNS378	979750	Balanced Funds	3807720	19.042	19.042	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/31/2009	0.046	0.97		No	SB CDN BAL /NL/N
BNS385	979749	Dividend Funds	3807725	34.619	34.619	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/31/2009	0.054	0.62		No	SB CDN DIV /NL/N
BNS381	979773	Canadian Equity Funds	3807150	19.378	19.378	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/31/2009	0.328	1.69		No	SB CDN INDX /NL/N
	F26329	Municipal & Para-governmental Bonds	2601421	101.105	101.105	CAD								n/a	Fallback by Subcategory	2	CA	No	05/05/2010		No	01/25/2010	5	n/a	2	Bond		0	4.95	0.978148	No	SB CHEMIN-ROY BEO 5%5MY10
	F36719	Municipal & Para-governmental Bonds	2601421	102.705	102.705	CAD								n/a	Fallback by Subcategory	2	CA	No	04/15/2011		No	01/25/2010	4	n/a	2	Bond		0	3.89	1.747217	No	SB DRAVEURS BEO 4% 15AP11
BNS374	997333	Global Equity Funds	3807500	27.103	27.103	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	SB GBL GWTH /NL/N
BNS387	970884	International Equity Funds	3807300	6.797	6.797	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	1	Mutual Fund	12/31/2007	0.462	6.8		No	SB INTL INDX /NL/N
	G71997	Municipal & Para-governmental Bonds	2601421	102.356	102.356	CAD								n/a	Fallback by Subcategory	2	CA	No	06/28/2010		No	01/25/2010	6.6	n/a	2	Bond		0	6.45	1.002562	No	SB MLL ILE BEO 6.6%28JN10
	G45152	Municipal & Para-governmental Bonds	2601421	106.508	106.508	CAD								n/a	Fallback by Subcategory	2	CA	No	09/20/2011		No	01/25/2010	5.95	n/a	2	Bond		0	5.59	1.920207	No	SB MTL BEO 5.95% 20SP11
	G45137	Municipal & Para-governmental Bonds	2601421	119.051	119.051	CAD								n/a	Fallback by Subcategory	2	CA	No	11/12/2013		No	01/25/2010	8.35	n/a	2	Bond		0	7.01	2.999942	No	SB MTL ISLD 8.35% 12NV13
	G45142	Municipal & Para-governmental Bonds	2601421	99.6	99.6	CAD								n/a	Fallback by Subcategory	2	CA	No	09/20/2011		No	01/25/2010	5.95	n/a	2	Bond		0	5.97	6.202734	No	SC MTL ICS 5.95% 20SP11
	G45176	Municipal & Para-governmental Bonds	2601421	107.944	107.944	CAD								n/a	Fallback by Subcategory	2	CA	No	11/15/2012		No	01/25/2010	5.5	n/a	2	Bond		0	5.1	2.544962	No	SC MTL ISL BEO 5.5%15NV12
SIC003C	997418	Canadian Equity Funds	3807150	29.04	29.04	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	SCEPTRE ACT CROIS FD
SIC003	997537	Canadian Equity Funds	3807152	89.457	89.457	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	2	Mutual Fund	06/30/2009	0.122	0.27		No	SCEPTRE EQTY GW /N
SGP	602268	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	10/22/2009	0.065	n/a		No	SCHERING-PLOUGH CORP *
SLB	602656	Common Stock	315	65.81	65.82	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	11/30/2009	0.21	1.28		No	SCHLUMBERGER LTD
SBGSY	602309	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	FR	No		NAS	No	01/25/2010	0	n/a	0	Equity	04/29/2009	0.487	n/a		No	SCHNEIDER ELC UNSPNSR ADR
SCH	602500	Common Stock	315	18.94	18.96	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	11/10/2009	0.06	1.27		No	SCHWAB CHARLES CORP
SGMS	602539	Common Stock	315	14.9	14.91	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SCIENTIFIC GAMES CORP-A
CIT.UN	605756	Trust Units	3308001	9.27	9.49	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	10/27/2009	0.07	9.06		No	SCITI TRUST II T/U *
SIN.UN	602751	Trust Units	3308001	11.11	11.14	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	01/26/2010	0.098	10.53		No	SCITI TRUST T/U
SAPRF	603018	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SCORE ATHLETIC PRODS INC
SSC	603032	Common Stock	3308005	89.5	91.5	CAD								n/a	Fallback by Subcategory	6	CA	No		T	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SCOTIA SPLIT CORP CAP SHS
SCTT	603302	Common Stock	330	22.72	22.73	USD								n/a	Fallback by Subcategory	6	US	No		XY	No	01/25/2010	0	n/a	0	Equity	05/02/2001	0	n/a		No	SCOTT TECHNOLOGIES INC*
	W70941	Discount Bonds (other)	2606000	0	0	CAD								n/a	Fallback by Subcategory	3	CA	No	12/16/2032		No	01/25/2010	0	n/a	0	Bond		0	n/a	n/a	No	SCOTT'S HOSP 8.5% 16DC02*
SPI	603360	Common Stock	3308000	41.875	41.875	USD								n/a	Fallback by Subcategory	6	GB	No		NYS	No	01/25/2010	0	n/a	4	Equity	02/15/2006	0.364	3.48		No	SCOTTISH PW S/ADR FNL/IN*
SRQ.DB.A	W74907	Bonds (other)	2756000	101	102	CAD								n/a	Fallback by Subcategory	3	CA	No	12/31/2014	TSE	No	01/25/2010	7.75	n/a	2	Bond		0	7.56	7.137684	No	SCOTTS REIT CV7.75%31DC14
	603303	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SCOUT NEW MEDIA INC
SSP	603391	Common Stock	315	3.19	3.2	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	05/28/2008	0.14	17.5		No	SCRIPPS E W CO OHIO CL-A*
SSP	603444	Common Stock	315	6.5	6.51	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	08/27/2008	0.15	9.23		No	SCRIPPS E W COMPANY CL A
SNI	603441	Common Stock	315	44.13	44.14	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	0	Equity	11/25/2009	0.075	n/a		No	SCRIPPS NTWKS INTERACT
SCS	594624	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SCS SOLARS COMPUTING SYSM
SEA	604665	Common Stock	315	28.5	29.6	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SEABRIDGE GOLD INC
STX	604764	Common Stock	315	18.89	18.93	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	4	Equity	02/04/2009	0.03	0.63		No	SEAGATE TECHNOLOGY
SDS	604930	Common Stock	330	1.47	1.5	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SEAIR INC
SEE	627486	Common Stock	315	20.07	20.09	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/02/2009	0.12	2.39		No	SEALED AIR CORP
SM	604967	Common Stock	330	1.19	1.29	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	08/13/2008	0.07	21.88		No	SEAMARK ASSET MNGMNT *
SCC	605549	Common Stock	330	25	25.3	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	05/11/2006	0.06	0.96		No	SEARS CANADA INC
	W71801	Corporate Bonds	2606000	101.588	101.588	CAD								n/a	Fallback by Subcategory	3	CA	No	09/20/2010		No	01/25/2010	7.05	n/a	2	Bond		0	6.94	4.527032	No	SEARS CDA MTN 7.05%20SP10
SGEN	605161	Common Stock	315	10.46	10.47	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SEATTLE GENETICS INC
	605835	Preferred Shares	310	0	0	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SEC HOME MTG CORP PR SR-1
XLB	752519	Exchange-Traded Funds: Stocks	315	31.8	31.86	USD								n/a	Fallback by Subcategory	4	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.177	2.22		No	SECTOR AMEX MAT SEL'SPDR'
XLV	605693	Exchange-Traded Funds: Stocks	315	31.61	31.67	USD								n/a	Fallback by Subcategory	4	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.171	2.17		No	SECTOR HEALTH CARE 'SPDR'
XLI	605697	Exchange-Traded Funds: Stocks	315	27.96	28	USD								n/a	Fallback by Subcategory	4	US	No		ASE	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.181	2.58		No	SECTOR SPDR INT INDX
XLF	605694	Exchange-Traded Funds: Stocks	315	14.25	14.27	USD								n/a	Fallback by Subcategory	4	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.052	1.47		No	SECTOR SPDR TR INT-FINL
XLE	605692	Exchange-Traded Funds: Stocks	315	56.65	56.71	USD								n/a	Fallback by Subcategory	4	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.304	2.15		No	SECTOR SPDR TR SBI INT-EN
XLP	752522	Exchange-Traded Funds: Stocks	315	26.32	26.36	USD								n/a	Fallback by Subcategory	4	US	No		ASE	No	01/25/2010	0	n/a	4	Equity	12/18/2009	0.249	3.78		No	SECTOR SPDR/CONSUMER STAP
	605768	Common Stock	330	25.75	25.75	USD								n/a	Fallback by Subcategory	6	US	No			No	01/25/2010	0	n/a	4	Equity		0.34	5.28		No	SECURITY CAP PAC TR SBI *
RTY	605779	Common Stock	330	13.437	13.437	USD								n/a	Fallback by Subcategory	6	US	No		NY	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SECURITY CAP US RLTY ADR
SCN	605766	Common Stock	330	25	25	USD								n/a	Fallback by Subcategory	6	US	No		NY	No	01/25/2010	0	n/a	4	Equity		0	0		No	SECURITY CAPITAL INDL TR
SEIC	594669	Common Stock	315	18.77	18.78	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	2	Equity	12/31/2009	0.09	0.96		No	SEI INVESTMENT CO
SON.UN	606272	Trust Units	3308001	7.56	7.62	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	05/27/2009	0.08	12.7		No	SELECT 50 S-1 INCM TR T/U
SWN	606086	Common Stock	330	0.21	0.215	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SELWYN RESOURCES LTD
SMF	718372	Common Stock	330	4.67	4.68	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SEMAFO INC
SLIC	606835	Common Stock	330	0.015	0.023	USD								n/a	Fallback by Subcategory	6	US	No		XY	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SEMI CONDUCT LASER INTL
SEMCQ	606831	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	CA	No		NAS	No	01/25/2010	0	n/a	0	Equity		0.04	n/a		No	SEMI-TECH CORP CL.A
SMH	606840	Exchange-Traded Funds: Stocks	315	26	26.02	USD								n/a	Fallback by Subcategory	4	US	No		ASE	No	01/25/2010	0	n/a	0	Equity	12/17/2009	0.005	n/a		No	SEMICONDUCTOR HLDRS TRUST
NCE517	969396	Income Trust Funds	3807710	9.035	9.035	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.038	4.98		No	SEN SEL CDN INCM-A/N
SSC051	940352	Alternative Investments	3807610	100	100	CAD								n/a	Fallback by Subcategory	10	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SEN SEL R/IC/IPP/D/N
NCE1032	935499	Special Funds	3807950	3.778	3.778	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.026	8.26		No	SEN SL D/I-X /D/N
NCE727	929218	Dividend Funds	3807725	8.917	8.917	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.067	8.98		No	SEN SL GW & INCM /N
NCE1030	927359	Special Funds	3807950	5.581	5.581	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	4	Mutual Fund	12/31/2009	0.125	8.96		No	SEN SL LZ G/I-X/NL/N
	Q63195	Municipal & Para-governmental Bonds	2601411	103.661	103.661	CAD								n/a	Fallback by Subcategory	2	CA	No	05/28/2012		No	01/25/2010	4.5	n/a	2	Bond		0	4.34	2.869464	No	SENNETERRE MN 4.5% 28MY12
	Q63206	Municipal & Para-governmental Bonds	2601411	104.56	104.56	CAD								n/a	Fallback by Subcategory	2	CA	No	08/10/2012		No	01/25/2010	4.85	n/a	2	Bond		0	4.64	2.974624	No	SENNETERRE MN4.85% 10AG12
SCII	607101	Common Stock	330	0.2	0.25	USD								n/a	Fallback by Subcategory	6	US	No		XY	No	01/25/2010	0	n/a	0	Equity	07/24/2002	0	n/a		No	SENSAR CORP *
SXT	607136	Common Stock	315	26.98	27.02	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	11/05/2009	0.19	2.82		No	SENSIENT TECH INC
	M08559	Strip Bonds	2631355	97.398	97.398	CAD								n/a	Fallback by Subcategory	2	CA	No	11/15/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.470963	No	SENT-NS 15NV11 S12
SIT.UN	458993	Closed-end Funds: Bonds	3308001	25.21	25.5	CAD								n/a	Fallback by Subcategory	3	CA	No		TSE	No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	SENTRY SEL B/CHIP INC T/U
	459172	Trust Units	3308001	9.65	9.65	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SENTRY SEL CDN INC-A T/U*
NCE717	974521	Income Trust Funds	3807710	14.071	14.071	CAD								n/a	Fallback by Subcategory	4	CA	No			No	01/25/2010	0	n/a	12	Mutual Fund	12/31/2009	0.078	6.61		No	SENTRY SEL CDN INC/N
SFG.UN	459000	Trust Units	3308001	4.98	4.99	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	05/27/2009	0.065	15.63		No	SENTRY SEL FOC GW&INC T/U
SGT.UN	459012	Closed-end Funds: Stocks	3308001	23.09	23.78	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Mutual Fund		0	0		No	SENTRY SEL GLB INDX T/U
MGS.UN	459319	Miscellaneous	3308001	5.7	5.7	CAD								n/a	Fallback by Subcategory	10	CA	No		TSE	No	01/25/2010	0	n/a	12	Other	05/27/2009	0.05	10.53		No	SENTRY SEL MBS ADJ II T/U
NCE711	975381	Canadian Resource Equity Funds	3807200	31.969	31.969	CAD								n/a	Fallback by Subcategory	5	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	SENTRY SEL RES CL /N
SSJ.UN	459096	Commodities	3308001	8.22	8.27	CAD								n/a	Fallback by Subcategory	7	CA	No		TSE	No	01/25/2010	0	n/a	12	Futures	01/27/2010	0.026	3.8		No	SENTRY SELECT COMMOD T/U
	Q63108	Municipal & Para-governmental Bonds	2601411	107.253	107.253	CAD								n/a	Fallback by Subcategory	2	CA	No	05/14/2014		No	01/25/2010	5	n/a	2	Bond		0	4.66	3.181156	No	SEPT ILES BEO 5% 14MY14
	Q63058	Municipal & Para-governmental Bonds	2601411	104.84	104.84	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2012		No	01/25/2010	4.35	n/a	2	Bond		0	4.15	2.422641	No	SEPT-ILES BEO 4.35% 5SP12
	Q63029	Municipal & Para-governmental Bonds	2601411	107.583	107.583	CAD								n/a	Fallback by Subcategory	2	CA	No	09/02/2013		No	01/25/2010	5.15	n/a	2	Bond		0	4.79	2.91467	No	SEPT-ILES BEO 5.15% 2SP13
SRC.UN	607330	Trust Units	3308001	7.19	7.31	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	12/29/2009	0.075	12.24		No	SERIES S-1 INCOME FND T/*
SCI	607283	Common Stock	315	7.78	7.79	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	01/13/2010	0.04	2.05		No	SERVICE CORP INTL.
SVNDY	607608	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	0	Equity	08/26/2009	0.624	n/a		No	SEVEN & I HLDGS UNSPN/ADR
SFK.DB	W65018	Convertible Debentures	2756000	82	84	CAD								n/a	Fallback by Subcategory	6	CA	No	12/31/2011	TSE	No	01/25/2010	7	n/a	2	Bond		0	8.59	18.859315	No	SFK PULP EX-11 CV7%31DC11
SFK.UN	594833	Trust Units	3308001	0.83	0.85	CAD								n/a	Fallback by Subcategory	5	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	12/29/2008	0.01	14.46		No	SFK PULP FUND T/U
OPS057	957063	Linked Notes Funds	3807245	111	111	CAD								n/a	Fallback by Subcategory	3	CA	No			No	01/25/2010	0	n/a	0	Mutual Fund		0	n/a		No	SG COM LINK NT-8 /N
	W83014	Linked Notes	2602245	194.4	194.4	CAD								n/a	Fallback by Subcategory	3	CA	No	06/09/2011		No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SG P/P COM LK SR-3 9JN11
SGSOY	595201	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	0	Equity	03/23/2009	0.437	n/a		No	SGS SA ADR
STM	594623	Common Stock	315	77.562	77.562	USD								n/a	Fallback by Subcategory	6	US	No		NY	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SGS THOMPSON MICRO ELECTR
SNDA	607829	Common Stock	3158000	48.46	48.47	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHANDA INTERACT ENTMT ADR
	607855	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No			No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHANNON ENVIRONMENTAL LTD
SHCAY	608265	Common Stock	3308000	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	2	Equity	09/25/2009	0.08	1.25		No	SHARP CORP.ADR
SHO.H	608273	Common Stock	330	0.03	0.07	USD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHARPE RESOURCES CORP
	W73910	Corporate Bonds	2606000	106.224	106.224	CAD								n/a	Fallback by Subcategory	3	CA	No	03/02/2017		No	01/25/2010	5.7	n/a	2	Bond		0	5.37	4.659376	No	SHAW COMM 5.7% 2MR17
	W73411	Corporate Bonds	2606000	108.765	108.765	CAD								n/a	Fallback by Subcategory	3	CA	No	11/16/2012		No	01/25/2010	6.1	n/a	2	Bond		0	5.61	2.827574	No	SHAW COMM 6.1% 16NV12
	W73412	Corporate Bonds	2606000	109.559	109.559	CAD								n/a	Fallback by Subcategory	3	CA	No	05/09/2016		No	01/25/2010	6.15	n/a	2	Bond		0	5.61	4.392037	No	SHAW COMM 6.15% 9MY16
SJR.PR.A	608559	Preferred Shares	3108003	0	0	CAD								n/a	Fallback by Subcategory	5	CA	No	09/28/2049	TSE	No	01/25/2010	0	n/a	4	Equity	12/13/2005	0.555	n/a		No	SHAW COMM 8.875% PF-COPR*
	W73401	Bonds (other)	2606000	104.27	104.27	CAD								n/a	Fallback by Subcategory	3	CA	No	09/30/2027		No	01/25/2010	8.54	n/a	2	Bond		0	8.19	8.080008	No	SHAW COMM CB 8.54% 30SP27
SJR.B	608551	Common Stock	315	20.25	20.32	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	12	Equity	01/13/2010	0.07	4.14		No	SHAW COMMUNICATION-B NV
SCL.A	608562	Common Stock	330	28.8	29.29	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	11/12/2009	0.07	0.96		No	SHAWCOR LTD CL-A SV
	Q69457	Municipal & Para-governmental Bonds	2601411	103.527	103.527	CAD								n/a	Fallback by Subcategory	2	CA	No	12/17/2013		No	01/25/2010	4	n/a	2	Bond		0	3.86	3.031926	No	SHAWINIGAN BEO 4% 17DC13
	Q63406	Municipal & Para-governmental Bonds	2601411	102.825	102.825	CAD								n/a	Fallback by Subcategory	2	CA	No	12/02/2010		No	01/25/2010	4.8	n/a	2	Bond		0	4.67	1.448268	No	SHAWINIGAN BEO 4.8% 2DC10
	Q69055	Municipal & Para-governmental Bonds	2601411	103.887	103.887	CAD								n/a	Fallback by Subcategory	2	CA	No	11/27/2011		No	01/25/2010	4.15	n/a	2	Bond		0	3.99	1.983558	No	SHAWINIGAN BEO4.15%27NV11
	Q63454	Municipal & Para-governmental Bonds	2601411	104.593	104.593	CAD								n/a	Fallback by Subcategory	2	CA	No	06/28/2016		No	01/25/2010	4.65	n/a	2	Bond		0	4.45	3.835907	No	SHAWINIGAN BEO4.65%28JN16
SRM	609353	Common Stock	330	0.26	0.27	CAD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHEAR MINERALS LTD *
SC	610197	Common Stock	330	55.65	55.69	USD								n/a	Fallback by Subcategory	6	GB	No		NY	No	01/25/2010	0	n/a	2	Equity	05/11/2005	0.517	1.86		No	SHELL TRANS & TRDG NY-NE*
SDTH	610316	Common Stock	315	5.56	5.57	USD								n/a	Fallback by Subcategory	6	US	No		NAS	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHENGDATECH INC
	Q63479	Municipal & Para-governmental Bonds	2601411	106.644	106.644	CAD								n/a	Fallback by Subcategory	2	CA	No	12/12/2012		No	01/25/2010	5	n/a	2	Bond		0	4.69	2.589299	No	SHERBROOKE BEO 5% 12DC12
	Q63326	Municipal & Para-governmental Bonds	2601411	101.323	101.323	CAD								n/a	Fallback by Subcategory	2	CA	No	08/05/2010		No	01/25/2010	3.5	n/a	2	Bond		0	3.45	0.990071	No	SHERBROOKE BEO 3.5% 5AG10
	Q63447	Municipal & Para-governmental Bonds	2601411	103.411	103.411	CAD								n/a	Fallback by Subcategory	2	CA	No	07/27/2013		No	01/25/2010	3.9	n/a	2	Bond		0	3.77	2.870163	No	SHERBROOKE BEO 3.9%27JL13
	Q63347	Municipal & Para-governmental Bonds	2601411	104.397	104.397	CAD								n/a	Fallback by Subcategory	2	CA	No	08/05/2013		No	01/25/2010	4.2	n/a	2	Bond		0	4.02	2.88075	No	SHERBROOKE BEO 4.2% 5AG13
	Q63339	Municipal & Para-governmental Bonds	2601411	105.195	105.195	CAD								n/a	Fallback by Subcategory	2	CA	No	08/01/2012		No	01/25/2010	4.5	n/a	2	Bond		0	4.28	2.363338	No	SHERBROOKE BEO 4.5% 1AG12
	Q63344	Municipal & Para-governmental Bonds	2601411	106.029	106.029	CAD								n/a	Fallback by Subcategory	2	CA	No	08/01/2014		No	01/25/2010	4.7	n/a	2	Bond		0	4.43	3.254382	No	SHERBROOKE BEO 4.7% 1AG14
	Q63451	Municipal & Para-governmental Bonds	2601411	102.902	102.902	CAD								n/a	Fallback by Subcategory	2	CA	No	07/27/2015		No	01/25/2010	4.15	n/a	2	Bond		0	4.03	3.56476	No	SHERBROOKE BEO4.15%27JL15
	Q63336	Municipal & Para-governmental Bonds	2601411	101.732	101.732	CAD								n/a	Fallback by Subcategory	2	CA	No	08/01/2010		No	01/25/2010	4.35	n/a	2	Bond		0	4.28	0.995641	No	SHERBROOKE BEO4.35% 1AG10
	Q63489	Municipal & Para-governmental Bonds	2601411	107.214	107.214	CAD								n/a	Fallback by Subcategory	2	CA	No	07/28/2013		No	01/25/2010	5.05	n/a	2	Bond		0	4.71	2.873449	No	SHERBROOKE BEO5.05%28JL13
SMG	610845	Common Stock	330	0	0	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHERMAG INC
	W74991	Corporate Bonds	2606000	103.94	103.94	CAD								n/a	Fallback by Subcategory	3	CA	No	10/15/2015		No	01/25/2010	7.75	n/a	2	Bond		0	7.46	6.901145	No	SHERRITT 7.75% 15OC15
	W74990	Corporate Bonds	2606000	106.26	106.26	CAD								n/a	Fallback by Subcategory	3	CA	No	10/24/2014		No	01/25/2010	8.25	n/a	2	Bond		0	7.76	6.684344	No	SHERRITT 8.25% 24OC14
	W74984	Corporate Bonds	2606000	105.134	105.134	CAD								n/a	Fallback by Subcategory	3	CA	No	11/26/2012		No	01/25/2010	7.875	n/a	2	Bond		0	7.49	5.877211	No	SHERRITT CB 7.875% 26NV12
S.DB.A	W74983	Bonds (other)	2756000	137	0	CAD								n/a	Fallback by Subcategory	3	CA	No	12/15/2013	TSE	No	01/25/2010	7	n/a	2	Bond		0	3.95	0	No	SHERRITT CV 7% 15DC13
S	610882	Common Stock	315	6.45	6.48	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	4	Equity	12/29/2009	0.036	2.23		No	SHERRITT INTL CORP
SHW	611111	Common Stock	315	58.93	58.95	USD								n/a	Fallback by Subcategory	6	US	No		NYS	No	01/25/2010	0	n/a	4	Equity	11/10/2009	0.355	2.41		No	SHERWIN-WILLIAMS CO
SWC	612072	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	CA	No		TSX	No	01/25/2010	0	n/a	0	Equity		0	n/a		No	SHERWOOD COPPER CORP *
SHG	611697	Common Stock	3308000	69.9	70.06	USD								n/a	Fallback by Subcategory	6	ZZ	No		NYS	No	01/25/2010	0	n/a	0	Equity	12/29/2009	0	n/a		No	SHINHAN FINANCIAL GRP ADR
SKLKY	611703	Common Stock	330	0	0	USD								n/a	Fallback by Subcategory	6	ZZ	No		NAS	No	01/25/2010	0	n/a	4	Equity	03/26/2008	0.043	6.93		No	SHINSEI BANK LTD SPN ADR
SHQ	611659	Common Stock	330	50	58.67	CAD								n/a	Fallback by Subcategory	6	CA	No		TSE	No	01/25/2010	0	n/a	2	Equity	09/12/2007	0.067	0.27		No	SHIRE ACQ INC EXCH SHS *
