"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"MY (%)"	"YTM - Market (%)"	"Exclude from Billing"
"PRAXAIR INC"	"PX"	"551435"	"Common Stock"	"315"	"79.380"	"79.390"	"79.430"	"USD"	"2.01"	""	"No"
"PRECAMBRIAN SHIELD RS LT*"	""	"551450"	"Common Stock"	"330"	"3.250"	"3.250"	"0.000"	"CAD"	"n/a"	""	"No"
"PRECISION ASSESSMENT TECH"	"PDT"	"551496"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	""	"No"
"PRECISION CASTPARTS CORP"	"PCP"	"551572"	"Common Stock"	"315"	"103.010"	"103.020"	"103.010"	"USD"	"0.12"	""	"No"
"PRECISION DRILLING T/U"	"PD.UN"	"551532"	"Trust Units"	"3158001"	"9.150"	"9.240"	"9.190"	"CAD"	"n/a"	""	"No"
"PREFERRED BANK OF LOS ANG"	"PFBC"	"551529"	"Common Stock"	"330"	"9.000"	"9.010"	"9.010"	"USD"	"4.44"	""	"No"
"PREFERRED SEC LT DUR-A *"	"PLD.UN"	"551643"	"Preferred Shares"	"3108001"	"15.700"	"15.900"	"15.600"	"CAD"	"0.00"	""	"No"
"PREFERRED SECUR INCM FND*"	"PFS.UN"	"551636"	"Trust Units"	"3308001"	"15.900"	"16.100"	"15.910"	"CAD"	"0.00"	""	"No"
"PREMIER TECH LTD-A SV *"	"PTL.A"	"551826"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"PREMIER UTD KINGDM CDN-P*"	""	"552050"	"Preferred Shares"	"310"	"25.000"	"25.000"	"0.000"	"CAD"	"0.00"	""	"No"
"PREMIER VALUE INCOME T/U"	"PVN.UN"	"551862"	"Trust Units"	"3308001"	"7.960"	"8.080"	"7.930"	"CAD"	"9.08"	""	"No"
"PREMIERE GLOBAL SVCS INC"	"PGI"	"551783"	"Common Stock"	"315"	"8.340"	"8.350"	"8.350"	"USD"	"n/a"	""	"No"
"PREMIERE TECH INC *"	""	"551780"	"Common Stock"	"330"	"6.000"	"6.000"	"0.000"	"USD"	"n/a"	""	"No"
"PREMIUM BRANDS HLDGS CORP"	"PBH"	"552816"	"Common Stock"	"330"	"14.140"	"14.250"	"14.250"	"CAD"	"8.25"	""	"No"
"PREMIUM BRANDS INC *"	""	"552201"	"Common Stock"	"330"	"10.510"	"10.690"	"10.600"	"CAD"	"n/a"	""	"No"
"PREMIUM BRANDS INCOME T/*"	"PBI.UN"	"552204"	"Trust Units"	"3308001"	"10.400"	"10.490"	"10.450"	"CAD"	"11.25"	""	"No"
"PREMIUM INCOME CORP-A-"	"PIC.A"	"552244"	"Miscellaneous"	"3308005"	"4.500"	"4.560"	"4.540"	"CAD"	"13.22"	""	"No"
"PRESCIENT NEUROPHARMA"	"PNO"	"552530"	"Common Stock"	"330"	"0.190"	"0.250"	"0.190"	"CAD"	"n/a"	""	"No"
"PRESCIENT NEUROPHARMA IN*"	"PRE"	"552527"	"Common Stock"	"330"	"0.080"	"0.170"	"0.000"	"CAD"	"n/a"	""	"No"
"PRICE MANUFACTURING INC *"	""	"553610"	"Common Stock"	"330"	"0.000"	"0.000"	"0.030"	"CAD"	"n/a"	""	"No"
"PRIMAGES INC CL-A"	"PMGEA"	"553672"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	""	"No"
"PRIMARIS CV 6.75% 30JN14"	"PMZ.DB"	"W27524"	"Convertible Debentures"	"2756000"	"130.060"	"0.000"	"130.060"	"CAD"	"5.19"	"0.000000"	"No"
"PRIMARIS CV RD 6.3%30SP15"	"PMZ.DB.B"	"W27535"	"Bonds (other)"	"2756000"	"105.000"	"106.000"	"105.000"	"CAD"	"6.00"	"5.267844"	"No"
"PRIMARIS RETAIL REIT T/U"	"PMZ.UN"	"553994"	"Real Estate Investment Trusts"	"3308001"	"16.100"	"16.200"	"16.100"	"CAD"	"7.57"	""	"No"
"PRIME CV S-II 7.75%31DC11"	"PWI.DB.B"	"W27520"	"Convertible Debentures"	"2756000"	"105.000"	"105.000"	"105.000"	"CAD"	"7.38"	"4.998300"	"No"
"PRIME CV S-III 6.5%31JA1*"	"PWI.DB.C"	"W27528"	"Convertible Debentures"	"2756000"	"102.500"	"102.500"	"0.000"	"CAD"	"6.34"	"5.177600"	"No"
"PRIME RATE PLUS CORP CL-*"	"PPL"	"553825"	"Common Stock"	"3308005"	"7.400"	"7.760"	"7.380"	"CAD"	"0.00"	""	"No"
"PRIME RATE PLUS CORP PFD*"	"PPL.PR.A"	"553861"	"Preferred Shares"	"3108005"	"9.430"	"9.480"	"9.400"	"CAD"	"5.32"	""	"No"
"PRIME REST RYL INC FD T/U"	"EAT.UN"	"553803"	"Trust Units"	"3308001"	"4.460"	"4.500"	"4.520"	"CAD"	"0.00"	""	"No"
"PRIN-B.C. PROV 9JA12"	""	"M89241"	"Strip Bonds"	"2621315"	"97.378"	"97.378"	"97.378"	"CAD"	"n/a"	"1.367530"	"No"
"PRIN-B.C. PROV 21FB11"	""	"M89187"	"Strip Bonds"	"2621315"	"99.178"	"99.178"	"99.178"	"CAD"	"n/a"	"0.771507"	"No"
"PRIN-B.C. PROV 23AG10"	""	"M89151"	"Strip Bonds"	"2621315"	"99.803"	"99.803"	"99.803"	"CAD"	"n/a"	"0.343081"	"No"
"PRIN-B.C. PROV 9JUN14"	""	"M89270"	"Strip Bonds"	"2621315"	"88.412"	"88.412"	"88.412"	"CAD"	"n/a"	"2.858546"	"No"
"PRIN-BELL CDA AM6 15DC11"	""	"M49597"	"Strip Bonds"	"2626000"	"96.333"	"96.333"	"96.333"	"CAD"	"n/a"	"1.998833"	"No"
"PRIN-BELL CDA AU8 15FB17"	""	"M59121"	"Strip Bonds"	"2626000"	"71.993"	"71.993"	"71.993"	"CAD"	"n/a"	"4.766131"	"No"
"PRIN-CANADA 1JN27"	""	"M22167"	"Strip Bonds: Canada"	"2621111"	"47.675"	"47.675"	"47.675"	"CAD"	"n/a"	"4.315702"	"No"
"PRIN-CANADA 1OC10"	""	"M40364"	"Strip Bonds"	"2621112"	"99.741"	"99.741"	"99.741"	"CAD"	"n/a"	"0.380645"	"No"
"PRIN-CANADA 1JUN25"	""	"M40323"	"Strip Bonds"	"2621111"	"51.850"	"51.850"	"51.850"	"CAD"	"n/a"	"4.372391"	"No"
"PRIN-CDA RRB 1DC21"	""	"M00097"	"Bonds (other)"	"2621111"	"118.225"	"118.225"	"118.225"	"CAD"	"n/a"	"0.000000"	"No"
"PRIN-CIBC 15MY31"	""	"M59246"	"Strip Bonds"	"2622230"	"28.819"	"28.819"	"28.819"	"CAD"	"n/a"	"6.014570"	"No"
"PRIN-GEORGE WESTON 24OC11"	""	"M94758"	"Strip Bonds"	"2626000"	"92.268"	"92.268"	"92.268"	"CAD"	"n/a"	"4.719042"	"No"
"PRIN-LAVAL 15MR17"	""	"M03528"	"Strip Bonds"	"2621411"	"76.300"	"76.300"	"76.300"	"CAD"	"n/a"	"3.864328"	"No"
"PRIN-MONTREAL 1DC18"	""	"M85692"	"Strip Bonds"	"2621411"	"69.333"	"69.333"	"69.333"	"CAD"	"n/a"	"4.225569"	"No"
"PRIN-MONTREAL 1DC19"	""	"M85693"	"Strip Bonds"	"2621411"	"65.306"	"65.306"	"65.306"	"CAD"	"n/a"	"4.420987"	"No"
"PRIN-MONTREAL 30JA14"	""	"M86069"	"Strip Bonds"	"2621411"	"89.864"	"89.864"	"89.864"	"CAD"	"n/a"	"2.698467"	"No"
"PRIN-MONTREAL CITY 2OC11"	""	"M86471"	"Strip Bonds"	"2621411"	"97.347"	"97.347"	"97.347"	"CAD"	"n/a"	"1.608609"	"No"
"PRIN-MONTREAL CITY 13DC10"	""	"M85319"	"Strip Bonds"	"2621411"	"98.841"	"98.841"	"98.841"	"CAD"	"n/a"	"1.329178"	"No"
"PRIN-MTL CITY 20SP10"	""	"M75999"	"Strip Bonds"	"2621411"	"99.227"	"99.227"	"99.227"	"CAD"	"n/a"	"1.194718"	"No"
"PRIN-MTL ISL SB 22FB10"	""	"M86540"	"Strip Bonds"	"2621421"	"99.930"	"99.930"	"99.930"	"CAD"	"n/a"	"0.913139"	"No"
"PRIN-MTL URB COMM 6DC10"	""	"M60850"	"Strip Bonds"	"2621411"	"98.878"	"98.878"	"98.878"	"CAD"	"n/a"	"1.314848"	"No"
"PRIN-N.S. POWER 10JA20"	""	"M60780"	"Strip Bonds"	"2621355"	"63.047"	"63.047"	"63.047"	"CAD"	"n/a"	"4.740882"	"No"
"PRIN-N.S. POWER 15NV12"	""	"M62799"	"Strip Bonds"	"2621355"	"94.155"	"94.155"	"94.155"	"CAD"	"n/a"	"2.170002"	"No"
"PRIN-N.S. POWER 27AP14"	""	"M63466"	"Strip Bonds"	"2621355"	"88.290"	"88.290"	"88.290"	"CAD"	"n/a"	"2.972333"	"No"
"PRIN-NFLD PROV 22NV14"	""	"M94221"	"Strip Bonds"	"2621341"	"85.849"	"85.849"	"85.849"	"CAD"	"n/a"	"3.213048"	"No"
"PRIN-NFLD PROV 25FB10"	""	"M03227"	"Strip Bonds"	"2621345"	"99.957"	"99.957"	"99.957"	"CAD"	"n/a"	"0.506508"	"No"
"PRIN-ONT PROV 10JAN12"	""	"M62346"	"Strip Bonds"	"2621365"	"97.104"	"97.104"	"97.104"	"CAD"	"n/a"	"1.511517"	"No"
"PRIN-ONT PROV 10JL12"	""	"M62348"	"Strip Bonds"	"2621365"	"95.471"	"95.471"	"95.471"	"CAD"	"n/a"	"1.905982"	"No"
"PRIN-ONTARIO HYD 17OC14"	""	"M59999"	"Strip Bonds"	"2621365"	"86.602"	"86.602"	"86.602"	"CAD"	"n/a"	"3.090520"	"No"
"PRIN-ONTARIO PROV 13JL22"	""	"M61620"	"Strip Bonds"	"2621365"	"54.475"	"54.475"	"54.475"	"CAD"	"n/a"	"4.994573"	"No"
"PRIN-ONTARIO PROV 2JUN27"	""	"M62255"	"Strip Bonds"	"2621365"	"41.980"	"41.980"	"41.980"	"CAD"	"n/a"	"5.129792"	"No"
"PRIN-P.E.I. PROV 14MR11"	""	"M63627"	"Strip Bonds"	"2621375"	"98.837"	"98.837"	"98.837"	"CAD"	"n/a"	"1.039219"	"No"
"PRIN-PROV OF SASK 10AP14"	""	"M73856"	"Strip Bonds"	"2621395"	"88.641"	"88.641"	"88.641"	"CAD"	"n/a"	"2.908606"	"No"
"PRIN-PROV ONTARIO 2DC11"	""	"M62414"	"Strip Bonds: Provincials"	"2621365"	"97.552"	"97.552"	"97.552"	"CAD"	"n/a"	"1.343005"	"No"
"PRIN-QUE URB COMM 15MR10"	""	"M75082"	"Strip Bonds"	"2621411"	"99.870"	"99.870"	"99.870"	"CAD"	"n/a"	"0.969628"	"No"
"PRIN-QUE URB COMM 23JA11"	""	"M75920"	"Strip Bonds"	"2621411"	"98.949"	"98.949"	"98.949"	"CAD"	"n/a"	"1.068015"	"No"
"PRIN-QUEBEC 1AP26"	""	"M85972"	"Strip Bonds"	"2621385"	"42.793"	"42.793"	"42.793"	"CAD"	"n/a"	"5.385713"	"No"
"PRIN-QUEBEC 9.375% 16JA23"	""	"M86252"	"Strip Bonds"	"2621385"	"51.944"	"51.944"	"51.944"	"CAD"	"n/a"	"5.177653"	"No"
"PRIN-QUEBEC HYDRO 10JA20"	""	"M80456"	"Strip Bonds"	"2621385"	"60.207"	"60.207"	"60.207"	"CAD"	"n/a"	"5.226768"	"No"
"PRIN-QUEBEC HYDRO 15AG20"	""	"M84840"	"Strip Bonds: Provincials"	"2621385"	"61.267"	"61.267"	"61.267"	"CAD"	"n/a"	"4.695028"	"No"
"PRIN-QUEBEC HYDRO 16JL12"	""	"M80498"	"Strip Bonds: Provincials"	"2621385"	"94.968"	"94.968"	"94.968"	"CAD"	"n/a"	"2.096868"	"No"
"PRIN-QUEBEC HYDRO 22NV19"	""	"M84780"	"Strip Bonds"	"2621385"	"63.913"	"63.913"	"63.913"	"CAD"	"n/a"	"4.661764"	"No"
"PRIN-QUEBEC HYDRO 26SP11"	""	"M02717"	"Strip Bonds: Provincials"	"2621385"	"97.708"	"97.708"	"97.708"	"CAD"	"n/a"	"1.396829"	"No"
"PRIN-QUEBEC PROV 4JN12"	""	"M03390"	"Strip Bonds"	"2621385"	"95.203"	"95.203"	"95.203"	"CAD"	"n/a"	"2.108305"	"No"
"PRIN-QUEBEC PROV 9OC12"	""	"M02741"	"Strip Bonds: Provincials"	"2621381"	"94.437"	"94.437"	"94.437"	"CAD"	"n/a"	"2.128560"	"No"
"PRIN-QUEBEC PROV 28JN10"	""	"M85810"	"Strip Bonds"	"2621381"	"99.532"	"99.532"	"99.532"	"CAD"	"n/a"	"1.114436"	"No"
"PRIN-QUEBEC R/R 1DC13"	""	"M85895"	"Bonds (other)"	"2621381"	"108.531"	"108.531"	"108.531"	"CAD"	"n/a"	"0.000000"	"No"
"PRIN-RBC AF6 04NV18C13"	""	"M86959"	"Strip Bonds"	"2622230"	"89.158"	"89.158"	"89.158"	"CAD"	"n/a"	"3.086399"	"No"
"PRIN-SOC IMMOB QUE 16JN14"	""	"M88564"	"Strip Bonds: Provincials"	"2621385"	"85.942"	"85.942"	"85.942"	"CAD"	"n/a"	"3.480826"	"No"
"PRINCE RESOURCES CORP"	"PNR.H"	"553860"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"PRO FTSE RAF E/M-A/N"	"PRO914"	"951211"	"International Equity Funds"	"3807310"	"8.513"	"8.513"	"8.513"	"CAD"	"n/a"	""	"No"
"PRO-AMS U.S TR T/U"	"PAM.UN"	"554202"	"Closed-end Funds: Bonds"	"3308001"	"24.190"	"24.490"	"24.170"	"CAD"	"0.00"	""	"No"
"PRO-VEST GWTH & INCM T/U*"	"PRG.UN"	"555734"	"Trust Units"	"3308001"	"7.130"	"7.340"	"7.130"	"CAD"	"11.23"	""	"No"
"PROBE EXPLORATION INC"	""	"554270"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"PROCTER & GAMBLE CO."	"PG"	"554303"	"Common Stock"	"315"	"60.600"	"60.620"	"60.630"	"USD"	"2.90"	""	"No"
"PROG EN S2 CV 6.25%30SP11"	"PRQ.DB.A"	"W28463"	"Convertible Debentures"	"2756000"	"102.000"	"104.000"	"102.000"	"CAD"	"6.13"	"4.987592"	"No"
"PROGRESS EN CV5.25%31OC14"	"PRQ.DB.B"	"W28464"	"Convertible Debentures"	"2756000"	"103.000"	"104.000"	"102.000"	"CAD"	"5.15"	"4.714694"	"No"
"PROGRESS EN CV6.25%30SP1*"	"PGX.DB.A"	"W28462"	"Convertible Debentures"	"2756000"	"89.000"	"91.000"	"91.000"	"CAD"	"6.87"	"12.334420"	"No"
"PROGRESS ENERGY INC"	"PGN"	"544511"	"Common Stock"	"315"	"38.780"	"38.800"	"38.770"	"USD"	"6.40"	""	"No"
"PROGRESS ENERGY RES CORP"	"PRQ"	"544516"	"Common Stock"	"315"	"13.850"	"13.900"	"13.860"	"CAD"	"2.89"	""	"No"
"PROGRESS ENERGY T/U *"	"PGX.UN"	"544513"	"Trust Units"	"3308001"	"9.140"	"9.190"	"9.140"	"CAD"	"13.13"	""	"No"
"PROGRESSIVE CORP OHIO"	"PGR"	"554483"	"Common Stock"	"315"	"16.880"	"16.890"	"16.870"	"USD"	"0.96"	""	"No"
"PROLAB TECH-A-SV *"	"PLT"	"554409"	"Common Stock"	"330"	"0.025"	"0.030"	"0.025"	"CAD"	"n/a"	""	"No"
"PROLOGIS"	"PLD"	"554464"	"Common Stock"	"3158008"	"12.630"	"12.640"	"12.630"	"USD"	"4.75"	""	"No"
"PROMETIC LIFE SCIENCES"	"PLI"	"554587"	"Common Stock"	"330"	"0.185"	"0.190"	"0.185"	"CAD"	"n/a"	""	"No"
"PROSHARES ULTRA FINCIALS"	"UYG"	"554889"	"Common Stock"	"315"	"5.510"	"5.520"	"5.520"	"USD"	"0.14"	""	"No"
"PROSHARES ULTRA QQQ"	"QLD"	"686647"	"Miscellaneous"	"315"	"55.520"	"55.540"	"55.580"	"USD"	"0.00"	""	"No"
"PROSHARES ULTRA S&P 500"	"SSO"	"686646"	"Common Stock"	"315"	"36.970"	"36.990"	"36.980"	"USD"	"0.10"	""	"No"
"PROSHARES ULTRA SHORT QQQ"	"QID"	"686666"	"Miscellaneous"	"315"	"20.150"	"20.170"	"20.170"	"USD"	"188.50"	""	"No"
"PROSHARES ULTRASHORT O&G"	"DUG"	"554903"	"Common Stock"	"315"	"12.840"	"12.860"	"12.840"	"USD"	"189.41"	""	"No"
"PROSHARES ULTRASHRT DOW30"	"DXD"	"686662"	"Miscellaneous"	"315"	"30.530"	"30.550"	"30.550"	"USD"	"210.21"	""	"No"
"PROSHRS ULTRASHORT MID400"	"MZZ"	"686669"	"Miscellaneous"	"315"	"22.050"	"22.090"	"22.090"	"USD"	"432.00"	""	"No"
"PROSHRS ULTRASRT LEH20+YR"	"TBT"	"686712"	"Common Stock"	"3158015"	"47.800"	"47.850"	"47.800"	"USD"	"0.00"	""	"No"
"PROSHRS UTLTRASRT RUS2000"	"TWM"	"554880"	"Common Stock"	"315"	"25.500"	"25.530"	"25.530"	"USD"	"392.85"	""	"No"
"PROV B.C. 6.5%15JA26"	""	"B87542"	"Provincial Bonds"	"2601311"	"118.084"	"118.084"	"118.084"	"USD"	"5.50"	"4.858959"	"No"
"PROV B.C. 5.3% 17JN19"	""	"B87572"	"Provincial Bonds"	"2601311"	"110.394"	"110.394"	"110.394"	"CAD"	"4.80"	"3.963324"	"No"
"PROV B.C. 5.7% 18JN29"	""	"B87545"	"Provincial Bonds"	"2601311"	"112.605"	"112.605"	"112.605"	"CAD"	"5.06"	"4.701810"	"No"
"PROV B.C. 8.5% 23AG13"	""	"B87517"	"Provincial Bonds"	"2601311"	"121.206"	"121.206"	"121.206"	"CAD"	"7.01"	"2.293248"	"No"
"PROV B.C. 5.75% 9JA12S"	""	"B87520"	"Provincial Bonds"	"2601311"	"108.451"	"108.451"	"108.451"	"CAD"	"5.30"	"1.356399"	"No"
"PROV BC-NON CB-7.5% 9JN14"	""	"B86510"	"Provincial Bonds"	"2601311"	"119.884"	"119.884"	"119.884"	"CAD"	"6.26"	"2.650953"	"No"
"PROV EN E-11CV 6.5%30AP11"	"PVE.DB.D"	"W27826"	"Convertible Debentures"	"2756000"	"101.250"	"102.240"	"102.240"	"CAD"	"6.36"	"4.644922"	"No"
"PROV ENERGY CV 6.5%31AG12"	"PVE.DB.C"	"W27821"	"Convertible Debentures"	"2756000"	"101.500"	"102.790"	"102.940"	"CAD"	"6.31"	"5.269807"	"No"
"PROV MAN SU 4.55% 30AP19"	""	"B71051"	"Provincial Bonds"	"2601321"	"98.620"	"98.620"	"98.620"	"CAD"	"4.61"	"4.734899"	"No"
"PROV NB 6.0% 27DC17S"	""	"B18654"	"Provincial Bonds"	"2601331"	"115.734"	"115.734"	"115.734"	"CAD"	"5.18"	"3.690343"	"No"
"PROV NE RD S/U 5.2%30AV14"	""	"B15207"	"Provincial Bonds"	"2601351"	"100.000"	"100.000"	"100.000"	"CAD"	"5.20"	"5.197798"	"No"
"PROV NE RED TP 4.7%21MI15"	""	"B15214"	"Provincial Bonds"	"2601351"	"100.000"	"100.000"	"100.000"	"CAD"	"4.70"	"4.698654"	"No"
"PROV NFLD 8.45% 5FB26"	""	"B01610"	"Provincial Bonds"	"2601341"	"140.134"	"140.134"	"140.134"	"CAD"	"6.03"	"4.825466"	"No"
"PROV NFLD 5.25% 4JN14"	""	"B03774"	"Provincial Bonds"	"2601341"	"110.510"	"110.510"	"110.510"	"CAD"	"4.75"	"2.677470"	"No"
"PROV NS 6.6% 1JN27"	""	"B15179"	"Provincial Bonds"	"2601351"	"120.691"	"120.691"	"120.691"	"CAD"	"5.47"	"4.825095"	"No"
"PROV NS CBL 4.75% 29NV13"	""	"B15194"	"Provincial Bonds"	"2601351"	"100.000"	"100.000"	"100.000"	"CAD"	"4.75"	"4.748273"	"No"
"PROV OF B.C. 5.3% 18JN14"	""	"B87579"	"Provincial Bonds"	"2601311"	"111.154"	"111.154"	"111.154"	"CAD"	"4.77"	"2.597724"	"No"
"PROV OF B.C. 4.65% 18DC18"	""	"B68783"	"Provincial Bonds"	"2601311"	"106.137"	"106.137"	"106.137"	"CAD"	"4.38"	"3.828954"	"No"
"PROV OF B.C. 6.15%19NV27S"	""	"B87536"	"Provincial Bonds"	"2601311"	"117.465"	"117.465"	"117.465"	"CAD"	"5.24"	"4.691978"	"No"
"PROV OF N.B. 5.85% 1DC11S"	""	"B18826"	"Provincial Bonds"	"2601331"	"108.249"	"108.249"	"108.249"	"CAD"	"5.40"	"1.318050"	"No"
"PROV OF N.S. 6.25% 1JN11"	""	"B15203"	"Provincial Bonds"	"2601351"	"107.041"	"107.041"	"107.041"	"CAD"	"5.84"	"0.981559"	"No"
"PROV OF NB 4.3% 3DC15"	""	"B18353"	"Provincial Bonds"	"2601331"	"106.422"	"106.422"	"106.422"	"CAD"	"4.04"	"3.091705"	"No"
"PROV OF NB 8.5% 28JN13"	""	"B18225"	"Provincial Bonds"	"2601331"	"120.206"	"120.206"	"120.206"	"CAD"	"7.07"	"2.324027"	"No"
"PROV OF NB 4.4% 3JN19"	""	"B18356"	"Provincial Bonds"	"2601331"	"102.992"	"102.992"	"102.992"	"CAD"	"4.27"	"4.012632"	"No"
"PROV OF NB 4.45% 26MR18"	""	"B18827"	"Provincial Bonds"	"2601335"	"105.103"	"105.103"	"105.103"	"CAD"	"4.23"	"3.718988"	"No"
"PROV OF NB 4.5% 4FB15"	""	"B18667"	"Provincial Bonds"	"2601331"	"107.820"	"107.820"	"107.820"	"CAD"	"4.17"	"2.820470"	"No"
"PROV OF NB 4.7% 21JL16"	""	"B18668"	"Provincial Bonds"	"2601331"	"108.107"	"108.107"	"108.107"	"CAD"	"4.35"	"3.301718"	"No"
"PROV OF NB 5.65% 27DC28"	""	"B18660"	"Provincial Bonds"	"2601331"	"110.159"	"110.159"	"110.159"	"CAD"	"5.13"	"4.824817"	"No"
"PROV OF NB 5.875% 6DC12"	""	"B18226"	"Provincial Bonds"	"2601331"	"110.817"	"110.817"	"110.817"	"CAD"	"5.30"	"1.969210"	"No"
"PROV OF NB BEO6.75%27JN17"	""	"B18653"	"Provincial Bonds"	"2601331"	"120.544"	"120.544"	"120.544"	"CAD"	"5.60"	"3.573036"	"No"
"PROV OF NS 4.6% 18AG16"	""	"B13918"	"Provincial Bonds"	"2601351"	"107.484"	"107.484"	"107.484"	"CAD"	"4.28"	"3.321479"	"No"
"PROV OF NS 9.6% 30JA22"	""	"B13905"	"Provincial Bonds"	"2601351"	"148.823"	"148.823"	"148.823"	"CAD"	"6.45"	"4.341386"	"No"
"PROV ONT 4% 1DC10"	""	"B30113"	"Provincial Bonds"	"2601361"	"102.747"	"102.747"	"102.747"	"CAD"	"3.89"	"0.740814"	"No"
"PROV ONT 4% 19MY10"	""	"B30302"	"Provincial Bonds"	"2601361"	"101.146"	"101.146"	"101.146"	"CAD"	"3.95"	"0.354265"	"No"
"PROV ONT 5% 8MR14"	""	"B30136"	"Provincial Bonds"	"2601361"	"109.490"	"109.490"	"109.490"	"CAD"	"4.57"	"2.555573"	"No"
"PROV ONT 6.1%19NV10"	""	"B30141"	"Provincial Bonds"	"2601361"	"104.480"	"104.480"	"104.480"	"CAD"	"5.84"	"0.580261"	"No"
"PROV ONT 5.6% 2JN35"	""	"B30274"	"Provincial Bonds"	"2601361"	"111.626"	"111.626"	"111.626"	"CAD"	"5.02"	"4.801676"	"No"
"PROV ONT 6.2% 2JN31"	""	"B30128"	"Provincial Bonds"	"2601361"	"119.092"	"119.092"	"119.092"	"CAD"	"5.21"	"4.764832"	"No"
"PROV ONT 7.6% 2JN27S"	""	"B29616"	"Provincial Bonds"	"2601361"	"133.488"	"133.488"	"133.488"	"CAD"	"5.69"	"4.745297"	"No"
"PROV ONT 4.3% 8MR17"	""	"B30337"	"Provincial Bonds"	"2601361"	"105.313"	"105.313"	"105.313"	"CAD"	"4.08"	"3.451034"	"No"
"PROV ONT 4.4% 2JN19"	""	"B29211"	"Provincial Bonds"	"2601361"	"103.227"	"103.227"	"103.227"	"CAD"	"4.26"	"3.982717"	"No"
"PROV ONT 4.75% 2JN13"	""	"B30224"	"Provincial Bonds"	"2601361"	"108.035"	"108.035"	"108.035"	"CAD"	"4.40"	"2.246970"	"No"
"PROV ONT 5.85% 8MR33"	""	"B30209"	"Provincial Bonds"	"2601361"	"114.231"	"114.231"	"114.231"	"CAD"	"5.12"	"4.821698"	"No"
"PROV ONT 6.1% 2DC11"	""	"B30167"	"Provincial Bonds"	"2601361"	"108.696"	"108.696"	"108.696"	"CAD"	"5.61"	"1.328887"	"No"
"PROV ONT BEO 9.5% 13JL22"	""	"B29219"	"Provincial Bonds"	"2601361"	"148.171"	"148.171"	"148.171"	"CAD"	"6.41"	"4.429574"	"No"
"PROV ONT GLB-BEO7.5%7FB24"	""	"B29205"	"Provincial Bonds"	"2601361"	"130.737"	"130.737"	"130.737"	"CAD"	"5.74"	"4.518563"	"No"
"PROV ONT U$ 4.5% 3FB15"	""	"B30295"	"Provincial Bonds"	"2601361"	"107.498"	"107.498"	"107.498"	"USD"	"4.19"	"2.886005"	"No"
"PROV ONT-BEO- 8% 2JN26"	""	"B29058"	"Provincial Bonds"	"2601361"	"136.441"	"136.441"	"136.441"	"CAD"	"5.86"	"4.765453"	"No"
"PROV ONT-DEB- 6.5% 8MR29"	""	"B30111"	"Provincial Bonds"	"2601361"	"121.889"	"121.889"	"121.889"	"CAD"	"5.33"	"4.744979"	"No"
"PROV ONT-GLB- 8.10% 8SP23"	""	"B29900"	"Provincial Bonds"	"2601361"	"136.733"	"136.733"	"136.733"	"CAD"	"5.92"	"4.468813"	"No"
"PROV QUE 5.25% 1OC13"	""	"B55153"	"Provincial Bonds"	"2601381"	"110.122"	"110.122"	"110.122"	"CAD"	"4.77"	"2.361960"	"No"
"PROV QUE BEO9.375% 16JA23"	""	"B55410"	"Provincial Bonds"	"2601381"	"146.523"	"146.523"	"146.523"	"CAD"	"6.40"	"4.579365"	"No"
"PROV QUE RL RET 3.3%1DC13"	""	"B55064"	"Real Return Bonds"	"2601381"	"122.759"	"122.759"	"122.759"	"CAD"	"2.69"	"0.000000"	"No"
"PROV QUE RL RTN4.5% 1DC26"	""	"B55437"	"Real Return Bonds"	"2601381"	"175.248"	"175.248"	"175.248"	"CAD"	"2.57"	"0.024466"	"No"
"PROV QUE U$ 4.875% 5MY14"	""	"B55154"	"Provincial Bonds"	"2601381"	"109.036"	"109.036"	"109.036"	"USD"	"4.47"	"2.626249"	"No"
"PROV QUE U$ 5.125% 14NV16"	""	"B55501"	"Provincial Bonds"	"2601381"	"109.410"	"109.410"	"109.410"	"USD"	"4.68"	"3.554338"	"No"
"PROV QUE U$ 6.125% 22JA11"	""	"B55444"	"Provincial Bonds"	"2601381"	"105.423"	"105.423"	"105.423"	"USD"	"5.81"	"0.630859"	"No"
"PROV QUEBEC 5% 1DC15S"	""	"B55248"	"Provincial Bonds"	"2601381"	"110.243"	"110.243"	"110.243"	"CAD"	"4.54"	"3.072524"	"No"
"PROV QUEBEC 6% 1OC12"	""	"B55478"	"Provincial Bonds"	"2601381"	"110.582"	"110.582"	"110.582"	"CAD"	"5.43"	"1.930140"	"No"
"PROV QUEBEC 10% 28JN10"	""	"B55414"	"Provincial Bonds"	"2601381"	"103.924"	"103.924"	"103.924"	"CAD"	"9.62"	"0.692586"	"No"
