Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation	Description
	H50772	Obligations municipales & para-gouvernementales	2601421	"105,958"	"105,958"	CAD								CA	Non	n/d	n/d	"6,200"	Obligation	2	2011-06-14	"0,000"			"5,85"	"1,821,130"	Non	UNIV MCGILL ICS6.2%14JN11
	H49806	Obligations municipales & para-gouvernementales	2601421	"100,092"	"100,092"	CAD								CA	Non	n/d	n/d	"3,700"	Obligation	2	2010-02-11	"0,000"			"3,70"	"1,678,739"	Non	UNIV MTL ICS 3.7% 11FV10
	H49810	Obligations municipales & para-gouvernementales	2601421	"104,271"	"104,271"	CAD								CA	Non	n/d	n/d	"4,150"	Obligation	2	2013-03-08	"0,000"			"3,98"	"2,710,543"	Non	UNIV MTL ICS 4.15% 8MR13
	H49803	Obligations municipales & para-gouvernementales	2601421	"102,097"	"102,097"	CAD								CA	Non	n/d	n/d	"4,300"	Obligation	2	2010-10-01	"0,000"			"4,21"	"1,198,161"	Non	UNIV MTL ICS 4.3% 1OC10
	H50930	Obligations municipales & para-gouvernementales	2601421	"107,323"	"107,323"	CAD								CA	Non	n/d	n/d	"5,050"	Obligation	2	2013-11-20	"0,000"			"4,71"	"3,004,149"	Non	UNIV MTL ICS 5.05% 20NV13
	H49002	Obligations municipales & para-gouvernementales	2601421	"102,324"	"102,324"	CAD								CA	Non	n/d	n/d	"3,900"	Obligation	2	2011-02-18	"0,000"			"3,81"	"1,688,524"	Non	UNIV QUE ICS 3.9% 18FV11
	H49003	Obligations municipales & para-gouvernementales	2601421	"105,115"	"105,115"	CAD								CA	Non	n/d	n/d	"4,550"	Obligation	2	2015-02-18	"0,000"			"4,33"	"3,440,509"	Non	UNIV QUE ICS 4.55% 18FV15
	H51346	Obligations municipales & para-gouvernementales	2601421	"107,439"	"107,439"	CAD								CA	Non	n/d	n/d	"5,250"	Obligation	2	2013-02-06	"0,000"			"4,89"	"2,679,239"	Non	UNIV QUE ICS 5.25% 6FV13
	H01007	Obligations municipales & para-gouvernementales	2601421	"104,356"	"104,356"	CAD								CA	Non	n/d	n/d	"4,250"	Obligation	2	2014-02-20	"0,000"			"4,07"	"3,102,125"	Non	UNIV SHER ICS 4.25%20FV14
	H52149	Obligations municipales & para-gouvernementales	2601421	"102,237"	"102,237"	CAD								CA	Non	n/d	n/d	"4,350"	Obligation	2	2010-10-20	"0,000"			"4,25"	"1,273,971"	Non	UNIV SHER ICS 4.35%20OC10
MFC309	995763	Fonds d'actions américaines	3807250	"6,463"	"6,463"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIV US EM GWTH D/N
	701929	Actions privilégiées	310	"25,000"	"25,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,500"			"8,00"		Non	UNIVA INC 1ST PFD SER-1 *
UEG.DB	X23635	Débentures convertibles	2756000	"86,000"	"88,500"	CAD								CA	Non	n/d	n/d	"6,000"	Obligation	2	2014-09-30	"0,000"		TSE	"6,90"	"9,501,999"	Non	UNIVERSAL EN CV 6% 30SP1*
UUL	701985	Actions ordinaires	330	"0,060"	"0,065"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	UNIVERSAL URANIUM LTD
MFC640C	998611	Fonds d'actions canadiennes	3807150	"16,771"	"16,771"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL CDN GWTH /D
MFC643C	998630	Fonds d'actions - ressources canadiennes	3807200	"11,206"	"11,206"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL CDN RES FND /D
MFC640	998513	Fonds d'actions canadiennes	3807154	"19,464"	"19,464"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL CROIS CDN S/N
MFC808C	998561	Fonds d'actions - Asie et côte pacifique	3807400	"3,398"	"3,398"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL JPN C$ /D
MFC808	998557	Fonds d'actions - Asie et côte pacifique	3807400	"3,741"	"3,741"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL JPN C$ D/N
MFC653	998633	Fonds d'actions - ressources canadiennes	3807200	"22,336"	"22,336"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"4,381"	2007-12-21		"19,61"		Non	UNIVL RES CDN /N
MFC643	998520	Fonds d'actions - ressources canadiennes	3807200	"22,336"	"22,336"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"4,381"	2007-12-21		n/d		Non	UNIVL RES CDN S/N
MFC309C	995766	Fonds d'actions américaines	3807250	"6,463"	"6,463"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL US EM GWTH /D
MFC822	998545	Fonds d'actions internationales	3807300	"5,569"	"5,569"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL WL SCI&TEC/D/N
MFC617	998554	Fonds d'actions internationales	3807300	"3,406"	"3,406"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL WLD EM GWT/D/*
MFC722	998544	Fonds d'actions internationales	3807300	"5,569"	"5,569"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UNIVL WLD SCI&TEC /N
UOVEY	697844	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	2		"0,277"	2009-08-18	NAS	"2,08"		Non	UNTD OVERSEAS BK SPND-ADR
UNM	686461	Actions ordinaires	315	"20,340"	"20,350"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,083"	2010-01-21	NYS	"1,62"		Non	UNUM GROUP
	H48404	Obligations municipales & para-gouvernementales	2601421	"106,483"	"106,483"	CAD								CA	Non	n/d	n/d	"5,750"	Obligation	2	2011-10-25	"0,000"			"5,40"	"1,955,694"	Non	UNV CONCOR ICS5.75%25OC11
UPM	377776	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,525"	2009-03-26	NYS	n/d		Non	UPM-KYMMENE CORP SP/ADR
URC	704253	Actions ordinaires	330	"0,225"	"0,240"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	URACAN RESOURCES LTD
UUU.DB	W71782	Obligations (autres)	2756000	"91,750"	"92,000"	CAD								CA	Non	n/d	n/d	"4,250"	Obligation	2	2011-12-31	"0,000"		TSE	"4,62"	"8,844,510"	Non	URANIUM 1 CV 4.25% 31DC11
UF.UN	704367	Fiducies de redevances	3308001	"3,220"	"3,280"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,125"	2008-03-27	TSE	n/d		Non	URANIUM FOCUSED ENGY T/U
UUU	704389	Actions ordinaires	315	"3,380"	"3,390"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	URANIUM ONE INC
U	704272	Matières premières	315	"6,170"	"6,180"	CAD								CA	Non	n/d	n/d	"0,000"	Contrat à terme	0		"0,000"		TSE	n/d		Non	URANIUM PARTICIPATION CRP
URBN	704306	Actions ordinaires	315	"31,120"	"31,150"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	URBAN OUTFITTERS INC
LCC	699285	Actions ordinaires	315	"5,220"	"5,230"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	US AIRWAYS GROUP INC
UNG	701061	Matières premières	3158002	"10,240"	"10,260"	USD								ZZ	Non	n/d	n/d	"0,000"	Contrat à terme	0		"0,000"		ASE	n/d		Non	US NATURAL GAS FUND LP
	A39459	Obligation internationale	2601211	"165,930"	"165,930"	USD								US	Non	n/d	n/d	"3,625"	Obligation	2	2028-04-15	"0,000"			"2,18"	"0,004784"	Non	US TR INFL IX3.625%15AV28
	A39756	Obligation internationale	2601211	"119,688"	"119,688"	USD								US	Non	n/d	n/d	"6,000"	Obligation	2	2026-02-15	"0,000"			"5,01"	"4,290,514"	Non	US TREAS BD 6% 15FV26
	A45843	Obligation internationale	2601211	"111,063"	"111,063"	USD								US	Non	n/d	n/d	"5,500"	Obligation	2	2028-08-15	"0,000"			"4,95"	"4,606,466"	Non	US TREAS BND 5.5% 15AG28
	A40287	Obligation internationale	2601211	"125,330"	"125,330"	USD								US	Non	n/d	n/d	"1,875"	Obligation	2	2013-07-15	"0,000"			"1,50"	"0,000000"	Non	US TREAS NT 1.875%15JL13
	A36754	Obligations (autres)	2601211	"93,813"	"93,813"	USD								US	Non	n/d	n/d	"2,750"	Obligation	2	2019-02-15	"0,000"			"2,93"	"3,554,814"	Non	US TREAS NT 2.75% 15FV19
	A36699	Obligations (autres)	2601211	"101,957"	"101,957"	USD								US	Non	n/d	n/d	"1,375"	Obligation	2	2018-07-15	"0,000"			"1,35"	"1,132,094"	Non	US TREAS NT 1.375% 15JL18
US	686453	Actions ordinaires	330	"0,045"	"0,050"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	USA VIDEO INTERACTIVE CRP
USG	686438	Actions ordinaires	315	"13,800"	"13,820"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,000"		NYS	"0,00"		Non	USG CORP
USNZY	700215	Actions ordinaires	3308000	"25,493"	"25,493"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,367"	2009-12-31	NAS	n/d		Non	USINAS SIDERURG MINAS ADR
UST	686445	Actions ordinaires	315	"69,460"	"69,470"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,630"	2008-12-11	NYS	"3,63"		Non	UST INC
	997759	Fonds d'actions américaines	3807250	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	UTD AMER EQTY FND *
UTX	701735	Actions ordinaires	315	"68,590"	"68,610"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,385"	2009-11-18	NYS	"2,25"		Non	UTD TECHNOLOGIES CORP
UST.UN	704533	Autres titres	3308001	"9,010"	"9,140"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	12		"0,050"	2010-01-27	TSE	"6,63"		Non	UTILITY SPLIT TR T/U-CAP
UTS	704503	Actions ordinaires	315	"2,410"	"2,450"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	UTS ENERGY CORP
VFC	708891	Actions ordinaires	315	"72,230"	"72,250"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,600"	2009-12-04	NYS	"3,33"		Non	V F CORP
VAA	704644	Actions ordinaires	330	"0,025"	"0,030"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	VAALDIAM RES LTD
	Q80814	Obligations municipales & para-gouvernementales	2601411	"103,741"	"103,741"	CAD								CA	Non	n/d	n/d	"4,050"	Obligation	2	2011-12-06	"0,000"			"3,90"	"1,992,961"	Non	VAL D'OR ICS 4.05% 6DC11
	Q80816	Obligations municipales & para-gouvernementales	2601411	"104,448"	"104,448"	CAD								CA	Non	n/d	n/d	"4,250"	Obligation	2	2013-12-06	"0,000"			"4,07"	"3,020,435"	Non	VAL D'OR ICS 4.25% 6DC13
VCI	704677	Actions ordinaires	315	"20,140"	"20,160"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,000"		NYS	"0,00"		Non	VALASSIS COMMUNICATN INC
	Q78851	Obligations municipales & para-gouvernementales	2601411	"103,515"	"103,515"	CAD								CA	Non	n/d	n/d	"4,000"	Obligation	2	2013-12-23	"0,000"			"3,86"	"3,038,987"	Non	VALCOURT ICS 4% 23DC13
VALE	761503	Autres titres	3158000	"27,540"	"27,550"	USD								ZZ	Non	n/d	n/d	"0,000"	Autre	0		"0,280"	2009-10-16	NYS	n/d		Non	VALE S.A. ADR
VVI	704744	Actions ordinaires	330	"0,170"	"0,175"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	VALENCIA VENTURES INC
VLO	704733	Actions ordinaires	315	"18,350"	"18,360"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,150"	2009-11-06	NYS	"3,27"		Non	VALERO ENERGY CORP
	704739	Actions ordinaires	3308011	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	VALERT INC
	706301	Fiducies de redevances	3308001	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	VAN ECK ROBS HD ASSET T/U
VDC	706506	Fonds négociés en bourse: Actions	315	"65,340"	"65,420"	USD								US	Non	n/d	n/d	"0,000"	Action	1		"1,738"	2009-12-22	ASE	"2,66"		Non	VANGUARD CONS STAPLES ETF
VIG	706569	Actions ordinaires	315	"46,470"	"46,540"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,241"	2009-12-22	ASE	"2,07"		Non	VANGUARD DIV APPR ETF
VWO	706560	Fonds négociés en bourse: Actions	315	"39,640"	"39,720"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,545"	2009-12-24	ASE	"1,37"		Non	VANGUARD EMER MRKTS ETF
VGK	706558	Fonds négociés en bourse: Actions	315	"46,950"	"47,480"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"1,912"	2009-12-24	ASE	n/d		Non	VANGUARD EURO ETF
VEU	706553	Fonds négociés en bourse: Actions	3158015	"42,690"	"42,880"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,863"	2009-12-24	ASE	"2,02"		Non	VANGUARD FTSE ALL-WORLD
VGT	706509	Fonds négociés en bourse: Actions	315	"52,630"	"52,650"	USD								US	Non	n/d	n/d	"0,000"	Action	1		"0,250"	2009-12-22	ASE	"0,48"		Non	VANGUARD INFO TECH ETF
VPL	706559	Fonds négociés en bourse: Actions	315	"52,520"	"52,610"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"1,421"	2009-12-24	ASE	n/d		Non	VANGUARD PACIFIC ETF
VNQ	706545	Actions ordinaires	3158008	"42,800"	"42,910"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,584"	2009-12-24	ASE	"5,45"		Non	VANGUARD WLD FDS REIT ETF
	Q81575	Obligations municipales & para-gouvernementales	2601411	"100,876"	"100,876"	CAD								CA	Non	n/d	n/d	"4,000"	Obligation	2	2014-04-15	"0,000"			"3,97"	"3,772,307"	Non	VARENNES BM 4% 15AV14
	Q47639	Obligations municipales & para-gouvernementales	2601411	"102,052"	"102,052"	CAD								CA	Non	n/d	n/d	"3,850"	Obligation	2	2010-12-09	"0,000"			"3,77"	"1,468,459"	Non	VARENNES ICS 3.85% 9DC10
	706820	Actions ordinaires	330	"0,870"	"0,870"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,100"			"45,98"		Non	VARIAN ASSOCIATES INC *
VARI	706823	Actions ordinaires	315	"51,650"	"51,660"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	VARIAN INC
VAR	706821	Actions ordinaires	315	"48,520"	"48,530"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	VARIAN MEDICAL SYS INC
VSEA	706822	Actions ordinaires	315	"35,860"	"35,900"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	VARIAN SEMICON EQU ASSOC
VAS	706871	Actions ordinaires	315	"0,275"	"0,290"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	VASOGEN INC *
	Q47645	Obligations municipales & para-gouvernementales	2601411	"103,658"	"103,658"	CAD								CA	Non	n/d	n/d	"4,000"	Obligation	2	2011-12-08	"0,000"			"3,86"	"1,994,389"	Non	VAUDR-DOR ICS 4% 8DC11
	Q81896	Obligations municipales & para-gouvernementales	2601411	"99,492"	"99,492"	CAD								CA	Non	n/d	n/d	"1,500"	Obligation	2	2011-07-29	"0,000"			"1,51"	"1,842,429"	Non	VAUDR-DOR ICS 1.5% 29JL11
	Q81897	Obligations municipales & para-gouvernementales	2601411	"99,874"	"99,874"	CAD								CA	Non	n/d	n/d	"2,300"	Obligation	2	2012-07-29	"0,000"			"2,30"	"2,351,913"	Non	VAUDR-DOR ICS 2.3% 29JL12
	Q47689	Obligations municipales & para-gouvernementales	2601411	"103,896"	"103,896"	CAD								CA	Non	n/d	n/d	"4,500"	Obligation	2	2011-07-25	"0,000"			"4,33"	"1,854,355"	Non	VAUDR-DOR ICS 4.5% 25JL11
	Q81894	Obligations municipales & para-gouvernementales	2601411	"105,540"	"105,540"	CAD								CA	Non	n/d	n/d	"4,550"	Obligation	2	2013-11-18	"0,000"			"4,31"	"3,000,097"	Non	VAUDR-DOR ICS4.55% 18NV13
	Q81804	Obligations municipales & para-gouvernementales	2601411	"102,320"	"102,320"	CAD								CA	Non	n/d	n/d	"4,150"	Obligation	2	2010-12-12	"0,000"			"4,06"	"1,482,386"	Non	VAUDR/DOR ICS 4.15%12DC10
	Q81806	Obligations municipales & para-gouvernementales	2601411	"104,719"	"104,719"	CAD								CA	Non	n/d	n/d	"4,300"	Obligation	2	2012-12-12	"0,000"			"4,11"	"2,587,651"	Non	VAUDR/DOR ICS 4.3% 12DC12
VNG.DB.A	X30799	Débentures convertibles	2756000	"100,520"	"100,520"	CAD								CA	Non	n/d	n/d	"7,200"	Obligation	2	2011-05-31	"0,000"		TSE	"7,16"	"6,779,241"	Non	VAULT ENRGY CV7.2%31MI11*
RNO	706922	Actions ordinaires	330	"6,310"	"6,350"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	VECTOR AEROSPACE CORP
	706985	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	VECTOR INTERMEDIARIES INC
VLN	707040	Actions ordinaires	330	"15,210"	"15,480"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,080"	2009-12-11	TSE	"2,10"		Non	VELAN INC SV
VELC	707042	Actions ordinaires	330	"20,310"	"20,600"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,200"	2009-01-09	NAS	"0,98"		Non	VELCRO INDUSTRIES N.V.
VNCAF	707076	Actions ordinaires	330	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2004-01-06	XY	n/d		Non	VENCAP CAPITAL CORP *
VSI	707391	Actions ordinaires	330	"0,760"	"0,770"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	VENDTEK SYSTEMS INC
VAV	707200	Actions ordinaires	330	"0,015"	"0,020"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	VENGA AEROSPACE SYS INC
VEN669	986983	Fonds d'actions canadiennes	3807040	"4,480"	"4,480"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,000"			"0,00"		Non	VENGROWTH I(LSIF)D/N
VEN679	970793	Fonds d'actions canadiennes	3807040	"3,650"	"3,650"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	VENGROWTH II /S/N
VEN662	930655	Fonds d'actions canadiennes	3807040	"4,120"	"4,120"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	VENGW INVST-A-C /S/N
VEN1599	923628	Fonds d'obligations canadiennes et fonds à revenu	3807040	"8,120"	"8,120"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	VENGWTH TRAD IND/S/N
	707201	Actions privilégiées	3108009	"1,000"	"1,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	VENSTAR 2ND MTG INV-PFD
	707207	Actions privilégiées	310	"1,000"	"1,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	VENSTAR MRTG INV CP-PFD
VE	711276	Actions ordinaires	3158000	"34,830"	"34,840"	USD								FR	Non	n/d	n/d	"0,000"	Action	0		"1,689"	2009-05-08	NYS	n/d		Non	VEOLIA ENVIRONNEMENT-ADR
VNX	708439	Actions ordinaires	330	"7,280"	"7,290"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	VERENEX ENERGY INC *
VRGY	708346	Actions ordinaires	315	"11,770"	"11,790"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	VERIGY LTD
VRBYF	708468	Actions ordinaires	330	"0,003"	"0,003"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2004-06-11	XY	n/d		Non	VERIS BIOTECHNOLOGY CORP*
VER	708450	Actions ordinaires	330	"35,190"	"37,140"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	VERITAS ENGY SVCS EXCH SH
VRTS	708445	Actions ordinaires	315	"23,670"	"23,570"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		XY	n/d		Non	VERITAS SOFTWARE CORP *
VZ	708462	Actions ordinaires	315	"30,680"	"30,690"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,475"	2010-01-06	NYS	"6,19"		Non	VERIZON COMMUNICATIONS
VET.UN	708504	Fiducies de redevances	3308001	"32,350"	"32,440"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,190"	2010-01-27	TSE	"7,05"		Non	VERMILION ENERGY TST T/U
VRO	708670	Actions ordinaires	330	"6,380"	"6,490"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	VERO ENERGY INC
ICE.DB.C	X35148	Débentures convertibles	2766000	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	2	2011-11-30	"0,000"		TSE	"0,00"	"0,000000"	Non	VERSACOLD CV 6.75%30NV11*
VWDRY	708811	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	VESTAS WIND SYSTEMS ADR
VIA	709103	Actions ordinaires	315	"32,530"	"32,940"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,070"	2005-11-28	NYS	"0,85"		Non	VIACOM INC CL-A *
VIA.B	709114	Actions ordinaires	315	"29,300"	"29,310"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	VIACOM INC CL-B
VCP.H	709105	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	VIACORP TECHS INC
VHB	709816	Actions ordinaires	330	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	VICTHOM HUMAN BIONICS IN*
VHB	709817	Actions ordinaires	330	"0,110"	"0,120"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	VICTHOM HUMAN BIONICS-NEW
	X35403	Obligations (autres)	2606000	"97,500"	"97,500"	USD								CA	Non	n/d	n/d	"6,375"	Obligation	2	2015-12-15	"0,000"			"6,54"	"6,896,881"	Non	VIDEO CB10 U$6.375%15DC15
YVF.U	710122	Actions ordinaires	330	"0,000"	"0,020"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2003-04-08	VF	n/d		Non	VIDEOFLICKS.COM INC *
VID.U	710124	Actions ordinaires	330	"0,030"	"0,100"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		VF	n/d		Non	VIDEOFLICKS.COM INC -NEW
	X35404	Obligations (autres)	2606000	"102,025"	"102,025"	CAD								CA	Non	n/d	n/d	"7,125"	Obligation	2	2020-01-15	"0,000"			"6,98"	"6,838,389"	Non	VIDEOTR C15 7.125% 15JA20
VGL	710261	Actions ordinaires	330	"0,025"	"0,030"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	VIGIL HEALTH SOLNS INC
VIG.H	710257	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	VIGIL LOCATING SYSTEMS CP
VIP	710444	Actions ordinaires	3158000	"19,000"	"19,010"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,320"	2009-11-09	NYS	n/d		Non	VIMPEL COMMUN SPON/ADR
VCISY	710528	Actions ordinaires	3308000	"0,000"	"0,000"	USD								FR	Non	n/d	n/d	"0,000"	Action	0		"0,186"	2009-12-09	NAS	n/d		Non	VINCI S.A. ADR
	710913	Actions ordinaires	330	"1,050"	"1,070"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	VIREXX MEDICAL CRP 11JN05
VAE	711171	Actions ordinaires	330	"0,260"	"0,270"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TNX	n/d		Non	VIRGINIA ENERGY RES INC
VPHM	711245	Actions ordinaires	315	"10,440"	"10,450"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	VIROPHARMA INC
	711256	Actions ordinaires	330	"0,000"	"0,000"	CAD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	VIROPRO INC 33LGND
VRAD	711294	Actions ordinaires	330	"8,850"	"8,940"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	VIRTUAL RADIOLOGIC CORP
VRX	711308	Actions ordinaires	330	"0,035"	"0,055"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	VIRTUAL UNIVERSE CORP
VRTS	712058	Actions ordinaires	330	"16,580"	"16,650"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	VIRTUS INVT PARTNERS
V	711636	Actions ordinaires	315	"81,940"	"82,010"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,125"	2009-11-12	NYS	"0,61"		Non	VISA INC CLASS-A
VSH	711318	Actions ordinaires	315	"8,420"	"8,430"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	VISHAY INTERTECHNOLOGY
TGC001C	998687	Fonds d'actions européennes	3807450	"20,780"	"20,780"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	VISION EURO FND
VEF570	998686	Fonds d'actions européennes	3807450	"6,550"	"6,550"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	VISION EURO FND D/N
	711415	Actions ordinaires	330	"2,870"	"2,870"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2002-06-17		n/d		Non	VISTA GOLD CORP *
VC	711533	Actions ordinaires	315	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,060"	2004-10-27	NYS	"240,00"		Non	VISTEON CORP
