Description	Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Clôture	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation
SUNTRUST BANKS INC	STI	647374	Actions ordinaires	315	"23,980"	"24,000"	"24,000"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,010"	2009-11-27	NYS	"0,17"		Non
SUPER PL EX CV5.85%31OC15	SPB.DB.C	W93229	Débentures convertibles	2756000	"99,400"	"99,500"	"99,500"	CAD								CA	Non	n/d	n/d	"5,850"	Obligation	2	2015-10-31	"0,000"		TSE	"5,88"	"5,951,550"	Non
SUPER PLUS CV 5.75%31DC1*	SPF.DB.B	W93151	Débentures convertibles	2756000	"80,050"	"80,050"	"80,050"	CAD								CA	Non	n/d	n/d	"5,750"	Obligation	2	2012-12-31	"0,000"		TSE	"7,18"	"14,316,765"	Non
SUPER PLUS CV 5.75%31DC12	SPB.DB.B	W93228	Obligations (autres)	2756000	"102,750"	"103,000"	"103,000"	CAD								CA	Non	n/d	n/d	"5,750"	Obligation	2	2012-12-31	"0,000"		TSE	"5,58"	"4,641,970"	Non
SUPER PLUS CV 5.85%31OC1*	SPF.DB.C	W93152	Débentures convertibles	2756000	"75,000"	"75,000"	"75,000"	CAD								CA	Non	n/d	n/d	"5,850"	Obligation	2	2015-10-31	"0,000"		TSE	"7,80"	"11,974,649"	Non
SUPERIOR ENERGY SVCS	SPN	648502	Actions ordinaires	315	"23,880"	"23,890"	"23,880"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
SUPERIOR PLUS CORP	SPB	648546	Actions ordinaires	315	"14,020"	"14,040"	"14,020"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,135"	2010-01-27	TSE	"11,55"		Non
SUPERIOR PLUS INCM FD T/*	SPF.UN	648533	Fiducies de redevances	3308001	"12,990"	"13,000"	"13,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,135"	2008-12-29	TSE	"12,46"		Non
SUPERVALU INC	SVU	649421	Actions ordinaires	315	"15,080"	"15,090"	"15,080"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,175"	2009-11-27	NYS	"4,64"		Non
SUPREMEX INCOME FUND T/U	SXP.UN	649894	Fiducies de redevances	3308001	"2,290"	"2,330"	"2,330"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,010"	2010-01-27	TSE	"5,15"		Non
SUR AMERICAN GOLD CORP *	SUR	649968	Actions ordinaires	330	"0,130"	"0,140"	"0,135"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
SURE ENERGY INC	SHR	649978	Actions ordinaires	330	"0,700"	"0,730"	"0,700"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
SUSSEX REALTY -B-		651310	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
SUTTON ICS 3.6% 15MR10		Q63797	Obligations municipales & para-gouvernementales	2601411	"100,353"	"100,353"	"100,353"	CAD								CA	Non	n/d	n/d	"3,600"	Obligation	2	2010-03-15	"0,000"			"3,59"	"0,975867"	Non
SWEDISH KRONA		752770	Devises	9008016	"0,000"	"10,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Devise	0		"0,000"			n/d		Non
SWISS HELVETIA FUND INC	SWZ	651988	Actions ordinaires	3308015	"11,310"	"11,320"	"11,300"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,211"	2009-12-09	NYS	n/d		Non
SWISS REINSURANCE ADR	SWCEY	651991	Actions ordinaires	3308000	"0,000"	"0,000"	"44,170"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,085"	2009-03-13	NAS	n/d		Non
SWISS WATER DECAF COF T/U	SWS.UN	651995	Fiducies de redevances	3308001	"3,770"	"3,850"	"3,850"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,030"	2010-01-27	TSE	"9,35"		Non
SXC HEALTH SOLUTIONS CORP	SXC	595213	Actions ordinaires	315	"49,500"	"50,800"	"50,770"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
SYBASE INC	SY	652103	Actions ordinaires	315	"41,010"	"41,020"	"41,030"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non
SYCAMORE NETWORKS INC *	SCMR	652191	Actions ordinaires	330	"2,010"	"2,020"	"2,010"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"1,000"	2009-11-26	NAS	n/d		Non
SYMANTEC CP	SYMC	652230	Actions ordinaires	315	"18,440"	"18,460"	"18,470"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
SYN ACT CDN FOC /S/N	CIG6171	972570	Fonds d'actions canadiennes	3807154	"6,320"	"6,320"	"6,320"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
SYN ACT CDN FOCUS /N	CIG6121	972569	Fonds d'actions canadiennes	3807154	"6,320"	"6,320"	"6,320"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
SYN AME RSP /D/N	CIG800	992305	Fonds d'actions américaines	3807250	"9,790"	"9,790"	"9,790"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
SYN AMER /S/N	CIG621	992310	Fonds d'actions américaines	3807250	"10,090"	"10,090"	"10,090"	CAD								US	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,092"	2009-12-22		"0,91"		Non
SYN CDN CC /N	CIG6103	993682	Fonds d'actions canadiennes	3807154	"12,660"	"12,660"	"12,660"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,184"	2009-12-18		"1,45"		Non
SYN CDN CC /S/N	CIG6153	993688	Fonds d'actions canadiennes	3807154	"12,660"	"12,660"	"12,660"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,184"	2009-12-18		"1,45"		Non
SYN CDN CL F1 /S/N	CIG6303	981646	Fonds d'actions canadiennes	3807154	"12,660"	"12,660"	"12,660"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,184"	2009-12-18		"1,45"		Non
SYN REV C/T CD CL1/N	CIG6306	981641	Fonds d'obligations canadiennes et fonds à revenu	3807705	"5,620"	"5,620"	"5,620"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
SYNAPSE SOFTWARE INC		652235	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
SYNGENTA AG-ADR	SYT	652349	Actions ordinaires	3158000	"51,860"	"51,890"	"51,950"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"1,048"	2009-04-21	NYS	"2,02"		Non
SYNOPSYS INC	SNPS	652260	Actions ordinaires	315	"21,740"	"21,770"	"21,740"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
SYNTEL INC	SYNT	652255	Actions ordinaires	315	"33,490"	"33,500"	"33,500"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,060"	2009-12-29	NAS	"0,72"		Non
SYNTEX CORP	SYN	652602	Actions ordinaires	315	"24,000"	"24,000"	"24,000"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,260"		NY	"0,00"		Non
SYSCO CORP	SYY	652305	Actions ordinaires	315	"27,740"	"27,760"	"27,760"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,250"	2009-12-29	ASE	"3,60"		Non
SYSTEMES XCELLENCE INC *	SXC	652520	Actions ordinaires	330	"3,830"	"3,900"	"3,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
T M T RESOURCES INC	TMT.H	669145	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
TACHC N-45 B6.202%15MR12M		V61200	Obligations (autres)	2606000	"102,869"	"102,869"	"102,869"	CAD								CA	Non	n/d	n/d	"6,202"	Obligation	12	2012-03-15	"0,000"			"6,03"	"4,788,564"	Non
TACHC N-45 C6.851%15DC12M		V61201	Obligations (autres)	2602245	"100,995"	"100,995"	"100,995"	CAD								CA	Non	n/d	n/d	"6,851"	Obligation	12	2012-12-15	"0,000"			"6,78"	"6,472,428"	Non
TAG-IT PACIFIC INC *	TAG	652855	Actions ordinaires	330	"0,930"	"0,980"	"0,970"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		ASE	n/d		Non
TAGISH LAKE GOLD CORP	TLG	652932	Actions ordinaires	330	"0,020"	"0,030"	"0,025"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
TAHERA DIAMOND CORP	TAH	653033	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
TAIGA BLDG SUB 14% 1SP20	TBL.NT	X05502	Obligations corporatives	2606000	"88,000"	"89,000"	"89,000"	CAD								CA	Non	n/d	n/d	"14,000"	Obligation	12	2020-09-01	"0,000"		TSE	"15,73"	"16,171,746"	Non
TAIWAN SEMICON MAN SP/ADR	TSM	652986	Actions ordinaires	3158000	"10,130"	"10,150"	"10,150"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,364"	2009-07-15	NYS	n/d		Non
TAKE-TWO INTERACTIVE SFTW	TTWO	653072	Actions ordinaires	315	"9,120"	"9,130"	"9,120"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2008-09-25	NAS	n/d		Non
TAL ACT CDN VAL /N	TAL020	997672	Fonds d'actions canadiennes	3807150	"17,129"	"17,129"	"17,129"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL ACT CDN VAL /S/N	TAL120	997605	Fonds d'actions canadiennes	3807150	"17,129"	"17,129"	"17,129"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL ACT CROI CDN/S/N	TAL152	994446	Fonds d'actions canadiennes	3807150	"8,347"	"8,347"	"8,347"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL ACT CROIS CDN /N	TAL151	994445	Fonds d'actions canadiennes	3807150	"8,347"	"8,347"	"8,347"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL ACT P/C CDN S/N	TAL526	995686	Fonds d'actions canadiennes	3807152	"26,852"	"26,852"	"26,852"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL CD MED DS(LS) /D	TAL875C	996951	Fonds d'actions canadiennes	3807040	"10,450"	"10,450"	"10,450"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL DEC MED CDN /S/N	IPX875	996952	Fonds d'actions canadiennes	3807040	"6,711"	"6,711"	"6,711"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL OBL H/REND S/N	TAL518	995649	Fonds de valeurs à revenu fixe	3807680	"8,721"	"8,721"	"8,721"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL RER MD MULTI/S/N	TAL901	970435	Fonds d'actions globales	3807500	"8,070"	"8,070"	"8,070"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL S&T CRS CND /S/N	WVN098	998059	Fonds d'actions canadiennes	3807040	"4,303"	"4,303"	"4,303"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TAL TR EURO FDS S/N	TAL520	995660	Fonds d'actions européennes	3807450	"15,218"	"15,218"	"15,218"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TALISMAN EN 4.44% 27JA11		X05707	Obligations corporatives	2606000	"103,014"	"103,014"	"103,014"	CAD								CA	Non	n/d	n/d	"4,440"	Obligation	2	2011-01-27	"0,000"			"4,31"	"1,410,346"	Non
TALISMAN ENERGY INC	TLM	653301	Actions ordinaires	315	"18,050"	"18,150"	"18,050"	CAD								CA	Non	n/d	n/d	"0,000"	Action	2		"0,113"	2009-12-09	TSE	"1,25"		Non
TALV CDN LDG IN D/N*	TAL874	997773	Fonds d'actions canadiennes	3807150	"4,320"	"4,320"	"4,320"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TALVEST BND FND /D	TAL122C	997609	Fonds d'obligations canadiennes et fonds à revenu	3807700	"11,480"	"11,480"	"11,480"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TALVEST CDN A/A /D	TAL124C	997610	Fonds de placement équilibré	3807550	"7,840"	"7,840"	"7,840"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TALVEST CDN EQ LDR/D	TAL120C	997606	Fonds d'actions canadiennes	3807150	"12,600"	"12,600"	"12,600"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TALVEST CDN EQY VAL	TAL020C	997729	Fonds d'actions canadiennes	3807150	"11,220"	"11,220"	"11,220"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TARGET CORP	TGT	655409	Actions ordinaires	315	"50,770"	"50,790"	"50,770"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,170"	2009-11-18	NYS	"1,34"		Non
TASEKO MINES LTD	TKO	655993	Actions ordinaires	315	"5,050"	"5,070"	"5,070"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non
TATA MOTORS LTD-SPN ADR	TTM	656334	Actions ordinaires	3158000	"16,380"	"16,400"	"16,400"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,121"	2009-07-31	NYS	n/d		Non
TAYLOR GAS LIQUIDS T/U*		656917	Fiducies de redevances	3308001	"0,000"	"5,250"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,100"			"7,62"		Non
TBR S&P/TSX60I-4/S/N	NBC1155	935640	Fonds de placements alternatifs	3807610	"101,190"	"101,190"	"101,190"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TCI SATELLITE ENTMT -A *		652595	Actions ordinaires	330	"12,125"	"12,250"	"12,125"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2000-08-17		n/d		Non
TCPL BMT CB 5.1% 11JA17		X16541	Obligations corporatives	2606000	"108,129"	"108,129"	"108,129"	CAD								CA	Non	n/d	n/d	"5,100"	Obligation	2	2017-01-11	"0,000"			"4,72"	"3,761,546"	Non
TCPL MTN CB 7.31% 15JA27		X16501	Obligations corporatives	2606000	"118,183"	"118,183"	"118,183"	CAD								CA	Non	n/d	n/d	"7,310"	Obligation	2	2027-01-15	"0,000"			"6,19"	"5,632,089"	Non
TCR ENVIRONMENTAL CORP		652809	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non
TCT LOGISTICS INC	TLI	652829	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non
TD ADV REV PT-H/SF/N	TDB393	967284	Fonds d'obligations canadiennes et fonds à revenu	3807703	"13,620"	"13,620"	"13,620"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,160"	2009-12-31		"14,11"		Non
TD ADV REV PTF-T /N	TDB390	967285	Fonds d'obligations canadiennes et fonds à revenu	3807703	"13,539"	"13,539"	"13,539"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,162"	2009-12-31		"14,32"		Non
TD BANK-CL A 1ST PFD SR-J	TD.PR.J	671736	Actions privilégiées	310	"25,780"	"25,810"	"25,810"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4	2075-01-01	"0,319"	2005-10-07	TSE	"4,94"		Non
TD BK CB-05 6.6%14AP10*		X11353	Obligations (autres)	2602230	"100,100"	"100,100"	"100,100"	CAD								CA	Non	n/d	n/d	"6,600"	Obligation	2	2010-04-14	"0,000"			"6,59"	"6,020,777"	Non
TD BK N/C 5.6%-A SR-R 1PF	TD.PR.R	671858	Actions privilégiées	310	"24,900"	"24,930"	"24,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,350"	2010-01-06	TSE	"5,62"		Non
TD BK N/C-A 4.6% SR-N 1PF	TD.PR.N	671855	Actions privilégiées rachetables	310	"26,230"	"26,300"	"26,270"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,288"	2010-01-06	TSE	"4,38"		Non
TD BK N/C-A 5% SR-AA 1PFD	TD.PR.A	671862	Actions privilégiées	310	"26,180"	"26,420"	"26,190"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,313"	2010-01-06	TSE	"4,77"		Non
TD BK N/C-A 5.1% SR-Y 1PF	TD.PR.Y	671860	Actions privilégiées	310	"26,400"	"26,480"	"26,500"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,319"	2010-01-06	TSE	"4,81"		Non
TD BK N/C-A 5.25% S-P 1PF	TD.PR.P	671843	Actions privilégiées perpétuelles à taux fixe	310	"23,670"	"23,900"	"23,890"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,328"	2010-01-06	TSE	"5,49"		Non
TD BK N/C-A 5.6% S-AC 1PF	TD.PR.C	671863	Actions privilégiées	310	"27,050"	"27,160"	"27,060"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,350"	2010-01-06	TSE	"5,17"		Non
TD BK N/C-A 5.6% SR-Q 1PF	TD.PR.Q	671857	Actions privilégiées	310	"24,850"	"24,940"	"24,940"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,350"	2010-01-06	TSE	"5,61"		Non
TD BK N/C-A 6.25%S-AE 1PF	TD.PR.E	671865	Actions privilégiées	310	"27,790"	"27,870"	"27,790"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4	2014-04-30	"0,391"	2010-01-06	TSE	"5,62"		Non
TD BK N/C-A 6.25%S-AG 1PF	TD.PR.G	671867	Actions privilégiées	310	"27,900"	"27,910"	"27,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4	2014-04-30	"0,391"	2010-01-06	TSE	"5,60"		Non
TD BK NC 6.25%-A S-AK 1PF	TD.PR.K	671869	Actions privilégiées	310	"27,900"	"27,910"	"27,890"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,391"	2010-01-06	TSE	"5,60"		Non
TD CAP C19 9.523%30JN2108		X12349	Fiducie de capital	2602240	"132,384"	"132,384"	"132,384"	CAD								CA	Non	n/d	n/d	"9,523"	Obligation	2	2058-06-30	"0,000"			"7,19"	"7,132,309"	Non
TD CAP C21 6.631%30JN2108		X12350	Fiducie de capital	2602240	"110,456"	"110,456"	"110,456"	CAD								CA	Non	n/d	n/d	"6,631"	Obligation	2	2108-06-30	"0,000"			"6,00"	"6,001,288"	Non
TD CAP TR CB09 7.6%31DC49	TDD.M	X12345	Obligations corporatives	2602240	"100,000"	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"7,600"	Obligation	2	2049-12-31	"0,000"		TSE	"7,60"	"7,599,328"	Non
TD DIV MDL /N	TDB232	968767	Fonds d'actions globales	3807500	"7,569"	"7,569"	"7,569"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,050"	2009-12-31		"2,62"		Non
TD DIV MDL /FR/S/N	TDB468	968590	Fonds d'actions globales	3807500	"7,569"	"7,569"	"7,569"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,050"	2009-12-31		"2,62"		Non
TD DIV MDL /FR2/S/N	TDB234	968770	Fonds d'actions globales	3807500	"7,569"	"7,569"	"7,569"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,050"	2009-12-31		"2,62"		Non
TD EMER MK-I SR/SF/N	TDB638	988767	Fonds d'actions internationales	3807310	"13,860"	"13,860"	"13,860"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TD EMER MKT ADV /N	TDB313	987344	Fonds d'actions internationales	3807310	"17,499"	"17,499"	"17,499"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TD FID ITL PRT L/N/D	TDS301	980576	Fonds d'investissement	3807300	"100,000"	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TD M/MON CDN-I /SF/N	TDB164	995451	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TD MCH MON CDN /N	TDB305	978794	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2009-12-31		"0,05"		Non
TD MGD INCM-ADV /N	TDB740	954623	Fonds d'obligations canadiennes et fonds à revenu	3807703	"10,299"	"10,299"	"10,299"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,063"	2009-12-31		"2,43"		Non
TD OB S/R CP/FR2/S/N	TDB210	968556	Fonds d'obligations canadiennes et fonds à revenu	3807700	"15,220"	"15,220"	"15,220"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,036"	2009-12-31		"2,80"		Non
TD OB SOC REND CAP/N	TDB208	925048	Fonds d'obligations canadiennes et fonds à revenu	3807700	"15,220"	"15,220"	"15,220"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,036"	2009-12-31		"2,80"		Non
TD OBL RND REEL /N	TDB755	976364	Fonds d'obligations canadiennes et fonds à revenu	3807702	"13,231"	"13,231"	"13,231"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,058"	2009-12-31		"1,76"		Non
TD OBL RND REEL /S/N	TDB775	976365	Fonds d'obligations canadiennes et fonds à revenu	3807702	"13,231"	"13,231"	"13,231"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,058"	2009-12-31		"1,76"		Non
TD OBL S/R CP-F/SF/N	TDB211	968557	Fonds d'obligations canadiennes et fonds à revenu	3807700	"15,230"	"15,230"	"15,230"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,043"	2009-12-31		"3,39"		Non
TD OBLIG CDN /N	TDB306	978805	Fonds d'obligations canadiennes et fonds à revenu	3807700	"11,723"	"11,723"	"11,723"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,089"	2009-12-31		"3,02"		Non
TD OBLIG CDN /FR/S/N	TDB366	978807	Fonds d'obligations canadiennes et fonds à revenu	3807700	"11,723"	"11,723"	"11,723"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,089"	2009-12-31		"3,02"		Non
TD OBSCRENCP /FR/S/N	TDB475	925049	Fonds d'obligations canadiennes et fonds à revenu	3807700	"15,220"	"15,220"	"15,220"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,036"	2009-12-31		"2,80"		Non
TD PTF ADVG REV /N	TDB816	956652	Fonds d'obligations canadiennes et fonds à revenu	3807703	"10,575"	"10,575"	"10,575"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,127"	2009-12-31		"14,37"		Non
TD PTF ADVG REV /S/N	TDB872	956653	Fonds d'obligations canadiennes et fonds à revenu	3807703	"10,575"	"10,575"	"10,575"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,127"	2009-12-31		"14,37"		Non
TD PTF INTL FID /S/N	TDS351	981710	Fonds d'actions internationales	3807300	"30,108"	"30,108"	"30,108"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non
TD REV ADV-I /SF/N	TDB963	955333	Fonds d'obligations canadiennes et fonds à revenu	3807703	"10,580"	"10,580"	"10,580"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,125"	2009-12-31		"14,14"		Non
TD REV H/RND /N	TDB822	974855	Fonds de valeurs à revenu fixe	3807680	"7,185"	"7,185"	"7,185"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,474"	2009-12-31		"79,14"		Non
TD REV MNSL /S/N	TDB831	974853	Fonds d'actions canadiennes	3807155	"14,346"	"14,346"	"14,346"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,371"	2009-12-31		"31,04"		Non
TD S&P/TSX COMPOS INDX FD	TTF	671801	Fiducies de redevances	3308001	"39,790"	"39,980"	"39,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,161"	2005-12-21	TSE	"1,62"		Non
TD SPLIT INC-CAP SHRS-A	TDS	652908	Actions ordinaires	3308005	"41,200"	"41,300"	"41,210"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,170"	2005-10-31	TSE	"1,65"		Non
TD VAL SURE CDN /N	TDB824	974861	Fonds d'actions canadiennes	3807154	"15,218"	"15,218"	"15,218"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,623"	2008-12-19		"4,10"		Non
TD VAL SURE CDN /S/N	TDB834	974862	Fonds d'actions canadiennes	3807154	"15,218"	"15,218"	"15,218"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,623"	2008-12-19		"4,10"		Non
TD VL SUR CDN/FR/S/N	TDB844	974863	Fonds d'actions canadiennes	3807154	"15,218"	"15,218"	"15,218"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,623"	2008-12-19		"4,10"		Non
TDB CB-15 5.48%-T/V 2AV20		X11514	Obligations corporatives	2602230	"109,690"	"109,690"	"109,690"	CAD								CA	Non	n/d	n/d	"5,480"	Obligation	2	2020-04-02	"0,000"			"5,00"	"4,294,479"	Non
TDN BL U&CO TEL1/S/N	TDN186	923950	Autres titres	3807245	"102,630"	"102,630"	"102,630"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non
TDN FIN AN CO S1/S/N	TDN148	935593	Autres titres	3807245	"99,570"	"99,570"	"99,570"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non
TDZ HOLDINGS INC	TDZHF	652826	Actions ordinaires	330	"0,000"	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
TECH DATA CORP	TECD	657902	Actions ordinaires	315	"43,240"	"43,280"	"43,280"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non
