"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Cur. Price"	"Subsequent Amount"	"Region"	"Non-redeemable"	"Maturity"	"Market"	"Interest"	"Initial Amount"	"Frequency"	"Financial Instrument"	"Dividend Date"	"Dividend"	"MY (%)"	"YTM - Market (%)"	"Description"
""	"B87542"	"Provincial Bonds"	"2601311"	"118.084"	"118.084"	"USD"	"n/a"	"CA"	"No"	"01/15/2026"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.50"	"4.858959"	"PROV B.C. 6.5%15JA26"
""	"B87572"	"Provincial Bonds"	"2601311"	"110.394"	"110.394"	"CAD"	"n/a"	"CA"	"No"	"06/17/2019"	""	"5.300"	"n/a"	"2"	"Bond"	""	"0.000"	"4.80"	"3.963324"	"PROV B.C. 5.3% 17JN19"
""	"B87545"	"Provincial Bonds"	"2601311"	"112.605"	"112.605"	"CAD"	"n/a"	"CA"	"No"	"06/18/2029"	""	"5.700"	"n/a"	"2"	"Bond"	""	"0.000"	"5.06"	"4.701810"	"PROV B.C. 5.7% 18JN29"
""	"B87517"	"Provincial Bonds"	"2601311"	"121.206"	"121.206"	"CAD"	"n/a"	"CA"	"No"	"08/23/2013"	""	"8.500"	"n/a"	"2"	"Bond"	""	"0.000"	"7.01"	"2.293248"	"PROV B.C. 8.5% 23AG13"
""	"B87520"	"Provincial Bonds"	"2601311"	"108.451"	"108.451"	"CAD"	"n/a"	"CA"	"No"	"01/09/2012"	""	"5.750"	"n/a"	"2"	"Bond"	""	"0.000"	"5.30"	"1.356399"	"PROV B.C. 5.75% 9JA12S"
""	"B87504"	"Provincial Bonds"	"2601311"	"100.000"	"100.000"	"USD"	"n/a"	"CA"	"No"	"10/29/2008"	""	"5.375"	"n/a"	"2"	"Bond"	""	"0.000"	"5.38"	"0.000000"	"PROV BC U$ 5.375%29OC08S"
""	"B86510"	"Provincial Bonds"	"2601311"	"119.884"	"119.884"	"CAD"	"n/a"	"CA"	"No"	"06/09/2014"	""	"7.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.26"	"2.650953"	"PROV BC-NON CB-7.5% 9JN14"
"PVE.DB.A"	"W27810"	"Convertible Debentures"	"2756000"	"99.800"	"112.000"	"CAD"	"n/a"	"CA"	"No"	"12/31/2008"	"TSE"	"8.750"	"n/a"	"2"	"Bond"	""	"0.000"	"8.77"	"0.000000"	"PROV CV 8.75% 31DC08"
"PVE.DB.D"	"W27826"	"Convertible Debentures"	"2756000"	"101.250"	"102.240"	"CAD"	"n/a"	"CA"	"No"	"04/30/2011"	"TSE"	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.36"	"4.644922"	"PROV EN E-11CV 6.5%30AP11"
"PVE.DB.C"	"W27821"	"Convertible Debentures"	"2756000"	"101.500"	"102.790"	"CAD"	"n/a"	"CA"	"No"	"08/31/2012"	"TSE"	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.31"	"5.269807"	"PROV ENERGY CV 6.5%31AG12"
""	"B71051"	"Provincial Bonds"	"2601321"	"98.620"	"98.620"	"CAD"	"n/a"	"CA"	"No"	"04/30/2019"	""	"4.550"	"n/a"	"2"	"Bond"	""	"0.000"	"4.61"	"4.734899"	"PROV MAN SU 4.55% 30AP19"
""	"B15180"	"Provincial Bonds"	"2601351"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/01/2005"	""	"8.250"	"n/a"	"2"	"Bond"	""	"0.000"	"8.25"	"0.000000"	"PROV N.S- BEO-8.25% 1DC05"
""	"B18654"	"Provincial Bonds"	"2601331"	"115.734"	"115.734"	"CAD"	"n/a"	"CA"	"No"	"12/27/2017"	""	"6.000"	"n/a"	"2"	"Bond"	""	"0.000"	"5.18"	"3.690343"	"PROV NB 6.0% 27DC17S"
""	"B15207"	"Provincial Bonds"	"2601351"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"04/30/2014"	""	"5.200"	"n/a"	"2"	"Bond"	""	"0.000"	"5.20"	"5.197798"	"PROV NE RD S/U 5.2%30AV14"
""	"B15214"	"Provincial Bonds"	"2601351"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"05/21/2015"	""	"4.700"	"n/a"	"2"	"Bond"	""	"0.000"	"4.70"	"4.698654"	"PROV NE RED TP 4.7%21MI15"
""	"B01610"	"Provincial Bonds"	"2601341"	"140.134"	"140.134"	"CAD"	"n/a"	"CA"	"No"	"02/05/2026"	""	"8.450"	"n/a"	"2"	"Bond"	""	"0.000"	"6.03"	"4.825466"	"PROV NFLD 8.45% 5FB26"
""	"B03774"	"Provincial Bonds"	"2601341"	"110.510"	"110.510"	"CAD"	"n/a"	"CA"	"No"	"06/04/2014"	""	"5.250"	"n/a"	"2"	"Bond"	""	"0.000"	"4.75"	"2.677470"	"PROV NFLD 5.25% 4JN14"
""	"B15179"	"Provincial Bonds"	"2601351"	"120.691"	"120.691"	"CAD"	"n/a"	"CA"	"No"	"06/01/2027"	""	"6.600"	"n/a"	"2"	"Bond"	""	"0.000"	"5.47"	"4.825095"	"PROV NS 6.6% 1JN27"
""	"B15194"	"Provincial Bonds"	"2601351"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"11/29/2013"	""	"4.750"	"n/a"	"2"	"Bond"	""	"0.000"	"4.75"	"4.748273"	"PROV NS CBL 4.75% 29NV13"
""	"B87550"	"Provincial Bonds"	"2601311"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/01/2006"	""	"5.250"	"n/a"	"2"	"Bond"	""	"0.000"	"5.25"	"0.000000"	"PROV OF B.C. 5.25% 1DC06"
""	"B87579"	"Provincial Bonds"	"2601311"	"111.154"	"111.154"	"CAD"	"n/a"	"CA"	"No"	"06/18/2014"	""	"5.300"	"n/a"	"2"	"Bond"	""	"0.000"	"4.77"	"2.597724"	"PROV OF B.C. 5.3% 18JN14"
""	"B68783"	"Provincial Bonds"	"2601311"	"106.137"	"106.137"	"CAD"	"n/a"	"CA"	"No"	"12/18/2018"	""	"4.650"	"n/a"	"2"	"Bond"	""	"0.000"	"4.38"	"3.828954"	"PROV OF B.C. 4.65% 18DC18"
""	"B87536"	"Provincial Bonds"	"2601311"	"117.465"	"117.465"	"CAD"	"n/a"	"CA"	"No"	"11/19/2027"	""	"6.150"	"n/a"	"2"	"Bond"	""	"0.000"	"5.24"	"4.691978"	"PROV OF B.C. 6.15%19NV27S"
""	"B18826"	"Provincial Bonds"	"2601331"	"108.249"	"108.249"	"CAD"	"n/a"	"CA"	"No"	"12/01/2011"	""	"5.850"	"n/a"	"2"	"Bond"	""	"0.000"	"5.40"	"1.318050"	"PROV OF N.B. 5.85% 1DC11S"
""	"B18413"	"Provincial Bonds"	"2601331"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"10/16/2006"	""	"7.100"	"n/a"	"2"	"Bond"	""	"0.000"	"7.10"	"0.000000"	"PROV OF N.B. 7.1% 16OC06S"
""	"B18666"	"Provincial Bonds"	"2601331"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/19/2006"	""	"7.750"	"n/a"	"2"	"Bond"	""	"0.000"	"7.75"	"0.000000"	"PROV OF N.B. 7.75% 19JN06"
""	"B15203"	"Provincial Bonds"	"2601351"	"107.041"	"107.041"	"CAD"	"n/a"	"CA"	"No"	"06/01/2011"	""	"6.250"	"n/a"	"2"	"Bond"	""	"0.000"	"5.84"	"0.981559"	"PROV OF N.S. 6.25% 1JN11"
""	"B18353"	"Provincial Bonds"	"2601331"	"106.422"	"106.422"	"CAD"	"n/a"	"CA"	"No"	"12/03/2015"	""	"4.300"	"n/a"	"2"	"Bond"	""	"0.000"	"4.04"	"3.091705"	"PROV OF NB 4.3% 3DC15"
""	"B18824"	"Provincial Bonds"	"2601335"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/02/2009"	""	"5.250"	"n/a"	"2"	"Bond"	""	"0.000"	"5.25"	"0.000000"	"PROV OF NB 5.25% 2JN09"
""	"B18225"	"Provincial Bonds"	"2601331"	"120.206"	"120.206"	"CAD"	"n/a"	"CA"	"No"	"06/28/2013"	""	"8.500"	"n/a"	"2"	"Bond"	""	"0.000"	"7.07"	"2.324027"	"PROV OF NB 8.5% 28JN13"
""	"B18356"	"Provincial Bonds"	"2601331"	"102.992"	"102.992"	"CAD"	"n/a"	"CA"	"No"	"06/03/2019"	""	"4.400"	"n/a"	"2"	"Bond"	""	"0.000"	"4.27"	"4.012632"	"PROV OF NB 4.4% 3JN19"
""	"B18827"	"Provincial Bonds"	"2601335"	"105.103"	"105.103"	"CAD"	"n/a"	"CA"	"No"	"03/26/2018"	""	"4.450"	"n/a"	"2"	"Bond"	""	"0.000"	"4.23"	"3.718988"	"PROV OF NB 4.45% 26MR18"
""	"B18667"	"Provincial Bonds"	"2601331"	"107.820"	"107.820"	"CAD"	"n/a"	"CA"	"No"	"02/04/2015"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.17"	"2.820470"	"PROV OF NB 4.5% 4FB15"
""	"B18668"	"Provincial Bonds"	"2601331"	"108.107"	"108.107"	"CAD"	"n/a"	"CA"	"No"	"07/21/2016"	""	"4.700"	"n/a"	"2"	"Bond"	""	"0.000"	"4.35"	"3.301718"	"PROV OF NB 4.7% 21JL16"
""	"B18660"	"Provincial Bonds"	"2601331"	"110.159"	"110.159"	"CAD"	"n/a"	"CA"	"No"	"12/27/2028"	""	"5.650"	"n/a"	"2"	"Bond"	""	"0.000"	"5.13"	"4.824817"	"PROV OF NB 5.65% 27DC28"
""	"B18229"	"Provincial Bonds"	"2601335"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/02/2008"	""	"4.250"	"n/a"	"2"	"Bond"	""	"0.000"	"4.25"	"0.000000"	"PROV OF NB 4.25% 2DC08S"
""	"B18226"	"Provincial Bonds"	"2601331"	"110.817"	"110.817"	"CAD"	"n/a"	"CA"	"No"	"12/06/2012"	""	"5.875"	"n/a"	"2"	"Bond"	""	"0.000"	"5.30"	"1.969210"	"PROV OF NB 5.875% 6DC12"
""	"B18653"	"Provincial Bonds"	"2601331"	"120.544"	"120.544"	"CAD"	"n/a"	"CA"	"No"	"06/27/2017"	""	"6.750"	"n/a"	"2"	"Bond"	""	"0.000"	"5.60"	"3.573036"	"PROV OF NB BEO6.75%27JN17"
""	"B18227"	"Provincial Bonds"	"2601331"	"101.939"	"101.939"	"USD"	"n/a"	"CA"	"No"	"10/23/2007"	""	"3.500"	"n/a"	"2"	"Bond"	""	"0.000"	"3.43"	"0.000000"	"PROV OF NB U$ 3.5% 23OC07"
""	"B13918"	"Provincial Bonds"	"2601351"	"107.484"	"107.484"	"CAD"	"n/a"	"CA"	"No"	"08/18/2016"	""	"4.600"	"n/a"	"2"	"Bond"	""	"0.000"	"4.28"	"3.321479"	"PROV OF NS 4.6% 18AG16"
""	"B13905"	"Provincial Bonds"	"2601351"	"148.823"	"148.823"	"CAD"	"n/a"	"CA"	"No"	"01/30/2022"	""	"9.600"	"n/a"	"2"	"Bond"	""	"0.000"	"6.45"	"4.341386"	"PROV OF NS 9.6% 30JA22"
""	"B30113"	"Provincial Bonds"	"2601361"	"102.747"	"102.747"	"CAD"	"n/a"	"CA"	"No"	"12/01/2010"	""	"4.000"	"n/a"	"1"	"Bond"	""	"0.000"	"3.89"	"0.740814"	"PROV ONT 4% 1DC10"
""	"B30302"	"Provincial Bonds"	"2601361"	"101.146"	"101.146"	"CAD"	"n/a"	"CA"	"No"	"05/19/2010"	""	"4.000"	"n/a"	"2"	"Bond"	""	"0.000"	"3.95"	"0.354265"	"PROV ONT 4% 19MY10"
""	"B30136"	"Provincial Bonds"	"2601361"	"109.490"	"109.490"	"CAD"	"n/a"	"CA"	"No"	"03/08/2014"	""	"5.000"	"n/a"	"2"	"Bond"	""	"0.000"	"4.57"	"2.555573"	"PROV ONT 5% 8MR14"
""	"B30141"	"Provincial Bonds"	"2601361"	"104.480"	"104.480"	"CAD"	"n/a"	"CA"	"No"	"11/19/2010"	""	"6.100"	"n/a"	"2"	"Bond"	""	"0.000"	"5.84"	"0.580261"	"PROV ONT 6.1%19NV10"
""	"B30049"	"Provincial Bonds"	"2601361"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"11/19/2008"	""	"4.400"	"n/a"	"2"	"Bond"	""	"0.000"	"4.40"	"0.000000"	"PROV ONT 4.4% 19NV08"
""	"B30274"	"Provincial Bonds"	"2601361"	"111.626"	"111.626"	"CAD"	"n/a"	"CA"	"No"	"06/02/2035"	""	"5.600"	"n/a"	"2"	"Bond"	""	"0.000"	"5.02"	"4.801676"	"PROV ONT 5.6% 2JN35"
""	"B30084"	"Provincial Bonds"	"2601361"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/01/2008"	""	"5.700"	"n/a"	"2"	"Bond"	""	"0.000"	"5.70"	"0.000000"	"PROV ONT 5.7% 01DC08"
""	"B30146"	"Provincial Bonds"	"2601361"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"03/08/2006"	""	"5.900"	"n/a"	"2"	"Bond"	""	"0.000"	"5.90"	"0.000000"	"PROV ONT 5.9% 8MR06"
""	"B30128"	"Provincial Bonds"	"2601361"	"119.092"	"119.092"	"CAD"	"n/a"	"CA"	"No"	"06/02/2031"	""	"6.200"	"n/a"	"2"	"Bond"	""	"0.000"	"5.21"	"4.764832"	"PROV ONT 6.2% 2JN31"
""	"B30087"	"Provincial Bonds"	"2601361"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"11/19/2009"	""	"6.200"	"n/a"	"2"	"Bond"	""	"0.000"	"6.20"	"0.000000"	"PROV ONT 6.2% 19NV09"
""	"B29616"	"Provincial Bonds"	"2601361"	"133.488"	"133.488"	"CAD"	"n/a"	"CA"	"No"	"06/02/2027"	""	"7.600"	"n/a"	"2"	"Bond"	""	"0.000"	"5.69"	"4.745297"	"PROV ONT 7.6% 2JN27S"
""	"B30337"	"Provincial Bonds"	"2601361"	"105.313"	"105.313"	"CAD"	"n/a"	"CA"	"No"	"03/08/2017"	""	"4.300"	"n/a"	"2"	"Bond"	""	"0.000"	"4.08"	"3.451034"	"PROV ONT 4.3% 8MR17"
""	"B29211"	"Provincial Bonds"	"2601361"	"103.227"	"103.227"	"CAD"	"n/a"	"CA"	"No"	"06/02/2019"	""	"4.400"	"n/a"	"2"	"Bond"	""	"0.000"	"4.26"	"3.982717"	"PROV ONT 4.4% 2JN19"
""	"B30224"	"Provincial Bonds"	"2601361"	"108.035"	"108.035"	"CAD"	"n/a"	"CA"	"No"	"06/02/2013"	""	"4.750"	"n/a"	"2"	"Bond"	""	"0.000"	"4.40"	"2.246970"	"PROV ONT 4.75% 2JN13"
""	"B30209"	"Provincial Bonds"	"2601361"	"114.231"	"114.231"	"CAD"	"n/a"	"CA"	"No"	"03/08/2033"	""	"5.850"	"n/a"	"2"	"Bond"	""	"0.000"	"5.12"	"4.821698"	"PROV ONT 5.85% 8MR33"
""	"B30167"	"Provincial Bonds"	"2601361"	"108.696"	"108.696"	"CAD"	"n/a"	"CA"	"No"	"12/02/2011"	""	"6.100"	"n/a"	"2"	"Bond"	""	"0.000"	"5.61"	"1.328887"	"PROV ONT 6.1% 2DC11"
""	"B30086"	"Provincial Bonds"	"2601361"	"102.750"	"102.750"	"USD"	"n/a"	"CA"	"No"	"10/01/2008"	""	"5.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.35"	"0.000000"	"PROV ONT U$ 5.5% 01OC08"
""	"B30218"	"Provincial Bonds"	"2601361"	"99.999"	"99.999"	"USD"	"n/a"	"CA"	"No"	"05/02/2008"	""	"3.125"	"n/a"	"2"	"Bond"	""	"0.000"	"3.13"	"0.000000"	"PROV ONT U$ 3.125% 2MY08"
""	"B30068"	"Provincial Bonds"	"2601361"	"99.981"	"99.981"	"USD"	"n/a"	"CA"	"No"	"09/17/2007"	""	"3.500"	"n/a"	"2"	"Bond"	""	"0.000"	"3.50"	"0.000000"	"PROV ONT US$ 3.5% 17SP07"
""	"B30248"	"Provincial Bonds"	"2601361"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"09/08/2006"	""	"3.500"	"n/a"	"2"	"Bond"	""	"0.000"	"3.50"	"0.000000"	"PROV ONT AUCT 3.5% 8SP06"
""	"B29821"	"Provincial Bonds"	"2601365"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/01/2005"	""	"8.250"	"n/a"	"2"	"Bond"	""	"0.000"	"8.25"	"0.000000"	"PROV ONT BEO 8.25% 1DC05"
""	"B29219"	"Provincial Bonds"	"2601361"	"148.171"	"148.171"	"CAD"	"n/a"	"CA"	"No"	"07/13/2022"	""	"9.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.41"	"4.429574"	"PROV ONT BEO 9.5% 13JL22"
""	"B29730"	"Provincial Bonds"	"2601361"	"100.029"	"100.029"	"CAD"	"n/a"	"CA"	"No"	"07/24/2006"	""	"7.750"	"n/a"	"2"	"Bond"	""	"0.000"	"7.75"	"0.000000"	"PROV ONT BEO7.75% 24JL06S"
""	"B29205"	"Provincial Bonds"	"2601361"	"130.737"	"130.737"	"CAD"	"n/a"	"CA"	"No"	"02/07/2024"	""	"7.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.74"	"4.518563"	"PROV ONT GLB-BEO7.5%7FB24"
""	"B30295"	"Provincial Bonds"	"2601361"	"107.498"	"107.498"	"USD"	"n/a"	"CA"	"No"	"02/03/2015"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.19"	"2.886005"	"PROV ONT U$ 4.5% 3FB15"
""	"B30252"	"Provincial Bonds"	"2601361"	"100.000"	"100.000"	"USD"	"n/a"	"CA"	"No"	"12/15/2006"	""	"2.650"	"n/a"	"2"	"Bond"	""	"0.000"	"2.65"	"0.000000"	"PROV ONT U$ 2.65% 15DC06"
""	"B29058"	"Provincial Bonds"	"2601361"	"136.441"	"136.441"	"CAD"	"n/a"	"CA"	"No"	"06/02/2026"	""	"8.000"	"n/a"	"2"	"Bond"	""	"0.000"	"5.86"	"4.765453"	"PROV ONT-BEO- 8% 2JN26"
""	"B30111"	"Provincial Bonds"	"2601361"	"121.889"	"121.889"	"CAD"	"n/a"	"CA"	"No"	"03/08/2029"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.33"	"4.744979"	"PROV ONT-DEB- 6.5% 8MR29"
""	"B29060"	"Provincial Bonds"	"2601365"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"01/19/2006"	""	"7.500"	"n/a"	"2"	"Bond"	""	"0.000"	"7.50"	"0.000000"	"PROV ONT-GBL- 7.5% 19JA06"
""	"B29900"	"Provincial Bonds"	"2601361"	"136.733"	"136.733"	"CAD"	"n/a"	"CA"	"No"	"09/08/2023"	""	"8.100"	"n/a"	"2"	"Bond"	""	"0.000"	"5.92"	"4.468813"	"PROV ONT-GLB- 8.10% 8SP23"
""	"B55468"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/01/2005"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.50"	"0.000000"	"PROV QUE 6.5% 1DC05"
""	"B55153"	"Provincial Bonds"	"2601381"	"110.122"	"110.122"	"CAD"	"n/a"	"CA"	"No"	"10/01/2013"	""	"5.250"	"n/a"	"2"	"Bond"	""	"0.000"	"4.77"	"2.361960"	"PROV QUE 5.25% 1OC13"
""	"B55146"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"10/01/2007"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.50"	"0.000000"	"PROV QUE BEO 6.5% 1OC07"
""	"B55433"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"03/30/2006"	""	"7.750"	"n/a"	"2"	"Bond"	""	"0.000"	"7.75"	"0.000000"	"PROV QUE BEO 7.75% 30MR06"
""	"B55410"	"Provincial Bonds"	"2601381"	"146.523"	"146.523"	"CAD"	"n/a"	"CA"	"No"	"01/16/2023"	""	"9.375"	"n/a"	"2"	"Bond"	""	"0.000"	"6.40"	"4.579365"	"PROV QUE BEO9.375% 16JA23"
""	"B55434"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"02/16/2006"	""	"8.000"	"n/a"	"2"	"Bond"	""	"0.000"	"8.00"	"0.000000"	"PROV QUE EX-06 8% 16FB06"
""	"B54813"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/09/2007"	""	"6.500"	"n/a"	"12"	"Bond"	""	"0.000"	"6.50"	"0.000000"	"PROV QUE MTN 6.5% 9JN07M"
""	"B55064"	"Real Return Bonds"	"2601381"	"122.759"	"122.759"	"CAD"	"n/a"	"CA"	"No"	"12/01/2013"	""	"3.300"	"n/a"	"2"	"Bond"	""	"0.000"	"2.69"	"0.000000"	"PROV QUE RL RET 3.3%1DC13"
""	"B55437"	"Real Return Bonds"	"2601381"	"175.248"	"175.248"	"CAD"	"n/a"	"CA"	"No"	"12/01/2026"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"2.57"	"0.024466"	"PROV QUE RL RTN4.5% 1DC26"
""	"B55151"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"USD"	"n/a"	"CA"	"No"	"07/17/2009"	""	"5.000"	"n/a"	"2"	"Bond"	""	"0.000"	"5.00"	"0.000000"	"PROV QUE U$ 5% 17JL09"
""	"B55351"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"USD"	"n/a"	"CA"	"No"	"01/17/2006"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.50"	"0.000000"	"PROV QUE U$ 6.5% 17JA06"
""	"B55154"	"Provincial Bonds"	"2601381"	"109.036"	"109.036"	"USD"	"n/a"	"CA"	"No"	"05/05/2014"	""	"4.875"	"n/a"	"2"	"Bond"	""	"0.000"	"4.47"	"2.626249"	"PROV QUE U$ 4.875% 5MY14"
""	"B55501"	"Provincial Bonds"	"2601381"	"109.410"	"109.410"	"USD"	"n/a"	"CA"	"No"	"11/14/2016"	""	"5.125"	"n/a"	"2"	"Bond"	""	"0.000"	"4.68"	"3.554338"	"PROV QUE U$ 5.125% 14NV16"
""	"B55465"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"USD"	"n/a"	"CA"	"No"	"02/15/2009"	""	"5.750"	"n/a"	"2"	"Bond"	""	"0.000"	"5.75"	"0.000000"	"PROV QUE U$ 5.75% 15FB09"
""	"B55444"	"Provincial Bonds"	"2601381"	"105.423"	"105.423"	"USD"	"n/a"	"CA"	"No"	"01/22/2011"	""	"6.125"	"n/a"	"2"	"Bond"	""	"0.000"	"5.81"	"0.630859"	"PROV QUE U$ 6.125% 22JA11"
""	"B55248"	"Provincial Bonds"	"2601381"	"110.243"	"110.243"	"CAD"	"n/a"	"CA"	"No"	"12/01/2015"	""	"5.000"	"n/a"	"2"	"Bond"	""	"0.000"	"4.54"	"3.072524"	"PROV QUEBEC 5% 1DC15S"
""	"B55478"	"Provincial Bonds"	"2601381"	"110.582"	"110.582"	"CAD"	"n/a"	"CA"	"No"	"10/01/2012"	""	"6.000"	"n/a"	"2"	"Bond"	""	"0.000"	"5.43"	"1.930140"	"PROV QUEBEC 6% 1OC12"
""	"B55403"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"04/01/2009"	""	"11.000"	"n/a"	"2"	"Bond"	""	"0.000"	"11.00"	"0.000000"	"PROV QUEBEC 11% 1AP09"
""	"B55414"	"Provincial Bonds"	"2601381"	"103.924"	"103.924"	"CAD"	"n/a"	"CA"	"No"	"06/28/2010"	""	"10.000"	"n/a"	"2"	"Bond"	""	"0.000"	"9.62"	"0.692586"	"PROV QUEBEC 10% 28JN10"
""	"B54706"	"Provincial Bonds"	"2601381"	"106.753"	"106.753"	"CAD"	"n/a"	"CA"	"No"	"12/01/2016"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.22"	"3.386305"	"PROV QUEBEC 4.5% 1DC16"
""	"B54907"	"Provincial Bonds"	"2601381"	"106.877"	"106.877"	"CAD"	"n/a"	"CA"	"No"	"04/01/2026"	""	"5.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.15"	"4.879760"	"PROV QUEBEC 5.5% 1AP26"
""	"B55497"	"Provincial Bonds"	"2601381"	"112.244"	"112.244"	"CAD"	"n/a"	"CA"	"No"	"12/01/2014"	""	"5.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.90"	"2.782342"	"PROV QUEBEC 5.5% 1DC14"
""	"B55462"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/01/2009"	""	"5.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.50"	"0.000000"	"PROV QUEBEC 5.5% 1JN09"
""	"B54905"	"Provincial Bonds"	"2601381"	"140.863"	"140.863"	"CAD"	"n/a"	"CA"	"No"	"04/01/2026"	""	"8.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.03"	"4.830508"	"PROV QUEBEC 8.5% 1AP26"
""	"B55485"	"Provincial Bonds"	"2601381"	"104.344"	"104.344"	"CAD"	"n/a"	"CA"	"No"	"12/01/2018"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.31"	"3.913827"	"PROV QUEBEC 4.5% 1DC18"
""	"B55504"	"Provincial Bonds"	"2601381"	"103.025"	"103.025"	"CAD"	"n/a"	"CA"	"No"	"12/01/2019"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.37"	"4.122583"	"PROV QUEBEC 4.5% 1DC19"
""	"B55454"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"04/01/2009"	""	"5.550"	"n/a"	"2"	"Bond"	""	"0.000"	"5.55"	"0.000000"	"PROV QUEBEC 5.55% 1AP09"
""	"B54908"	"Provincial Bonds"	"2601381"	"112.989"	"112.989"	"CAD"	"n/a"	"CA"	"No"	"12/01/2036"	""	"5.750"	"n/a"	"2"	"Bond"	""	"0.000"	"5.09"	"4.876684"	"PROV QUEBEC 5.75% 1DC36"
""	"B55442"	"Provincial Bonds"	"2601381"	"104.785"	"104.785"	"CAD"	"n/a"	"CA"	"No"	"12/01/2010"	""	"6.250"	"n/a"	"2"	"Bond"	""	"0.000"	"5.96"	"0.589727"	"PROV QUEBEC 6.25% 1DC10"
""	"B55063"	"Provincial Bonds"	"2601381"	"109.059"	"109.059"	"USD"	"n/a"	"CA"	"No"	"03/01/2016"	""	"5.000"	"n/a"	"2"	"Bond"	""	"0.000"	"4.58"	"3.344536"	"PROV QUEBEC U$ 5% 1MR16"
""	"B55145"	"Provincial Bonds"	"2601381"	"100.000"	"100.000"	"USD"	"n/a"	"CA"	"No"	"01/30/2007"	""	"7.000"	"n/a"	"2"	"Bond"	""	"0.000"	"7.00"	"0.000000"	"PROV QUEBEC U$ 7% 30JA07"
""	"B80850"	"Provincial Bonds"	"2601391"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/02/2008"	""	"5.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.50"	"0.000000"	"PROV SASK 5.5% 2JN08"
